,Nation,iso_code3,Year,nemomod_enst_capital_cost_st_batteries_usd_per_kwh
2645,Guinea,GIN,2030,0.07
2646,Guinea,GIN,2031,0.07
2647,Guinea,GIN,2032,0.07
2648,Guinea,GIN,2033,0.07
2649,Guinea,GIN,2034,0.07
2650,Guinea,GIN,2035,0.07
2651,Guinea,GIN,2036,0.07
2652,Guinea,GIN,2037,0.07
2653,Guinea,GIN,2038,0.07
2654,Guinea,GIN,2039,0.07
2655,Guinea,GIN,2040,0.07
2656,Guinea,GIN,2041,0.07
2657,Guinea,GIN,2042,0.07
2658,Guinea,GIN,2043,0.07
2659,Guinea,GIN,2044,0.07
2660,Guinea,GIN,2045,0.07
2661,Guinea,GIN,2046,0.07
2662,Guinea,GIN,2047,0.07
2663,Guinea,GIN,2048,0.07
2664,Guinea,GIN,2049,0.07
2665,Guinea,GIN,2050,0.07
2666,"Gambia, The",GMB,2020,0.07
2667,"Gambia, The",GMB,2021,0.07
2668,"Gambia, The",GMB,2022,0.07
2669,"Gambia, The",GMB,2023,0.07
2670,"Gambia, The",GMB,2024,0.07
2671,"Gambia, The",GMB,2025,0.07
2672,"Gambia, The",GMB,2026,0.07
2673,"Gambia, The",GMB,2027,0.07
2674,"Gambia, The",GMB,2028,0.07
2675,"Gambia, The",GMB,2029,0.07
2676,"Gambia, The",GMB,2030,0.07
2677,"Gambia, The",GMB,2031,0.07
2678,"Gambia, The",GMB,2032,0.07
2679,"Gambia, The",GMB,2033,0.07
2680,"Gambia, The",GMB,2034,0.07
2681,"Gambia, The",GMB,2035,0.07
2682,"Gambia, The",GMB,2036,0.07
2683,"Gambia, The",GMB,2037,0.07
2684,"Gambia, The",GMB,2038,0.07
2685,"Gambia, The",GMB,2039,0.07
2686,"Gambia, The",GMB,2040,0.07
2687,"Gambia, The",GMB,2041,0.07
2688,"Gambia, The",GMB,2042,0.07
2689,"Gambia, The",GMB,2043,0.07
2690,"Gambia, The",GMB,2044,0.07
2691,"Gambia, The",GMB,2045,0.07
2692,"Gambia, The",GMB,2046,0.07
2693,"Gambia, The",GMB,2047,0.07
2694,"Gambia, The",GMB,2048,0.07
2695,"Gambia, The",GMB,2049,0.07
2696,"Gambia, The",GMB,2050,0.07
2697,Guinea-Bissau,GNB,2020,0.07
2698,Guinea-Bissau,GNB,2021,0.07
2699,Guinea-Bissau,GNB,2022,0.07
2700,Guinea-Bissau,GNB,2023,0.07
2701,Guinea-Bissau,GNB,2024,0.07
2702,Guinea-Bissau,GNB,2025,0.07
2703,Guinea-Bissau,GNB,2026,0.07
2704,Guinea-Bissau,GNB,2027,0.07
2705,Guinea-Bissau,GNB,2028,0.07
2706,Guinea-Bissau,GNB,2029,0.07
2707,Guinea-Bissau,GNB,2030,0.07
2708,Guinea-Bissau,GNB,2031,0.07
2709,Guinea-Bissau,GNB,2032,0.07
2710,Guinea-Bissau,GNB,2033,0.07
2711,Guinea-Bissau,GNB,2034,0.07
2712,Guinea-Bissau,GNB,2035,0.07
2713,Guinea-Bissau,GNB,2036,0.07
2714,Guinea-Bissau,GNB,2037,0.07
2715,Guinea-Bissau,GNB,2038,0.07
2716,Guinea-Bissau,GNB,2039,0.07
2717,Guinea-Bissau,GNB,2040,0.07
2718,Guinea-Bissau,GNB,2041,0.07
2719,Guinea-Bissau,GNB,2042,0.07
2720,Guinea-Bissau,GNB,2043,0.07
2721,Guinea-Bissau,GNB,2044,0.07
2722,Guinea-Bissau,GNB,2045,0.07
2723,Guinea-Bissau,GNB,2046,0.07
2724,Guinea-Bissau,GNB,2047,0.07
2725,Guinea-Bissau,GNB,2048,0.07
2726,Guinea-Bissau,GNB,2049,0.07
2727,Guinea-Bissau,GNB,2050,0.07
2728,Equatorial Guinea,GNQ,2020,0.07
2729,Equatorial Guinea,GNQ,2021,0.07
2730,Equatorial Guinea,GNQ,2022,0.07
2731,Equatorial Guinea,GNQ,2023,0.07
2732,Equatorial Guinea,GNQ,2024,0.07
2733,Equatorial Guinea,GNQ,2025,0.07
2734,Equatorial Guinea,GNQ,2026,0.07
2735,Equatorial Guinea,GNQ,2027,0.07
2736,Equatorial Guinea,GNQ,2028,0.07
2737,Equatorial Guinea,GNQ,2029,0.07
2738,Equatorial Guinea,GNQ,2030,0.07
2739,Equatorial Guinea,GNQ,2031,0.07
2740,Equatorial Guinea,GNQ,2032,0.07
2741,Equatorial Guinea,GNQ,2033,0.07
2742,Equatorial Guinea,GNQ,2034,0.07
2743,Equatorial Guinea,GNQ,2035,0.07
2744,Equatorial Guinea,GNQ,2036,0.07
2745,Equatorial Guinea,GNQ,2037,0.07
2746,Equatorial Guinea,GNQ,2038,0.07
2747,Equatorial Guinea,GNQ,2039,0.07
2748,Equatorial Guinea,GNQ,2040,0.07
2749,Equatorial Guinea,GNQ,2041,0.07
2750,Equatorial Guinea,GNQ,2042,0.07
2751,Equatorial Guinea,GNQ,2043,0.07
2752,Equatorial Guinea,GNQ,2044,0.07
2753,Equatorial Guinea,GNQ,2045,0.07
2754,Equatorial Guinea,GNQ,2046,0.07
2755,Equatorial Guinea,GNQ,2047,0.07
2756,Equatorial Guinea,GNQ,2048,0.07
2757,Equatorial Guinea,GNQ,2049,0.07
2758,Equatorial Guinea,GNQ,2050,0.07
2759,Greece,GRC,2020,0.07
2760,Greece,GRC,2021,0.07
2761,Greece,GRC,2022,0.07
2762,Greece,GRC,2023,0.07
2763,Greece,GRC,2024,0.07
2764,Greece,GRC,2025,0.07
2765,Greece,GRC,2026,0.07
2766,Greece,GRC,2027,0.07
2767,Greece,GRC,2028,0.07
2768,Greece,GRC,2029,0.07
2769,Greece,GRC,2030,0.07
2770,Greece,GRC,2031,0.07
2771,Greece,GRC,2032,0.07
2772,Greece,GRC,2033,0.07
2773,Greece,GRC,2034,0.07
2774,Greece,GRC,2035,0.07
2775,Greece,GRC,2036,0.07
2776,Greece,GRC,2037,0.07
2777,Greece,GRC,2038,0.07
2778,Greece,GRC,2039,0.07
2779,Greece,GRC,2040,0.07
2780,Greece,GRC,2041,0.07
2781,Greece,GRC,2042,0.07
2782,Greece,GRC,2043,0.07
2783,Greece,GRC,2044,0.07
2784,Greece,GRC,2045,0.07
2785,Greece,GRC,2046,0.07
2786,Greece,GRC,2047,0.07
2787,Greece,GRC,2048,0.07
2788,Greece,GRC,2049,0.07
2789,Greece,GRC,2050,0.07
2790,Grenada,GRD,2020,0.07
2791,Grenada,GRD,2021,0.07
2792,Grenada,GRD,2022,0.07
2793,Grenada,GRD,2023,0.07
2794,Grenada,GRD,2024,0.07
2795,Grenada,GRD,2025,0.07
2796,Grenada,GRD,2026,0.07
2797,Grenada,GRD,2027,0.07
2798,Grenada,GRD,2028,0.07
2799,Grenada,GRD,2029,0.07
2800,Grenada,GRD,2030,0.07
2801,Grenada,GRD,2031,0.07
2802,Grenada,GRD,2032,0.07
2803,Grenada,GRD,2033,0.07
2804,Grenada,GRD,2034,0.07
2805,Grenada,GRD,2035,0.07
2806,Grenada,GRD,2036,0.07
2807,Grenada,GRD,2037,0.07
2808,Grenada,GRD,2038,0.07
2809,Grenada,GRD,2039,0.07
2810,Grenada,GRD,2040,0.07
2811,Grenada,GRD,2041,0.07
2812,Grenada,GRD,2042,0.07
2813,Grenada,GRD,2043,0.07
2814,Grenada,GRD,2044,0.07
2815,Grenada,GRD,2045,0.07
2816,Grenada,GRD,2046,0.07
2817,Grenada,GRD,2047,0.07
2818,Grenada,GRD,2048,0.07
2819,Grenada,GRD,2049,0.07
2820,Grenada,GRD,2050,0.07
2821,Greenland,GRL,2020,0.07
2822,Greenland,GRL,2021,0.07
2823,Greenland,GRL,2022,0.07
2824,Greenland,GRL,2023,0.07
2825,Greenland,GRL,2024,0.07
2826,Greenland,GRL,2025,0.07
2827,Greenland,GRL,2026,0.07
2828,Greenland,GRL,2027,0.07
2829,Greenland,GRL,2028,0.07
2830,Greenland,GRL,2029,0.07
2831,Greenland,GRL,2030,0.07
2832,Greenland,GRL,2031,0.07
2833,Greenland,GRL,2032,0.07
2834,Greenland,GRL,2033,0.07
2835,Greenland,GRL,2034,0.07
2836,Greenland,GRL,2035,0.07
2837,Greenland,GRL,2036,0.07
2838,Greenland,GRL,2037,0.07
2839,Greenland,GRL,2038,0.07
2840,Greenland,GRL,2039,0.07
2841,Greenland,GRL,2040,0.07
2842,Greenland,GRL,2041,0.07
2843,Greenland,GRL,2042,0.07
2844,Greenland,GRL,2043,0.07
2845,Greenland,GRL,2044,0.07
2846,Greenland,GRL,2045,0.07
2847,Greenland,GRL,2046,0.07
2848,Greenland,GRL,2047,0.07
2849,Greenland,GRL,2048,0.07
2850,Greenland,GRL,2049,0.07
2851,Greenland,GRL,2050,0.07
2852,Guatemala,GTM,2020,0.07
2853,Guatemala,GTM,2021,0.07
2854,Guatemala,GTM,2022,0.07
2855,Guatemala,GTM,2023,0.07
2856,Guatemala,GTM,2024,0.07
2857,Guatemala,GTM,2025,0.07
2858,Guatemala,GTM,2026,0.07
2859,Guatemala,GTM,2027,0.07
2860,Guatemala,GTM,2028,0.07
2861,Guatemala,GTM,2029,0.07
2862,Guatemala,GTM,2030,0.07
2863,Guatemala,GTM,2031,0.07
2864,Guatemala,GTM,2032,0.07
2865,Guatemala,GTM,2033,0.07
2866,Guatemala,GTM,2034,0.07
2867,Guatemala,GTM,2035,0.07
2868,Guatemala,GTM,2036,0.07
2869,Guatemala,GTM,2037,0.07
2870,Guatemala,GTM,2038,0.07
2871,Guatemala,GTM,2039,0.07
2872,Guatemala,GTM,2040,0.07
2873,Guatemala,GTM,2041,0.07
2874,Guatemala,GTM,2042,0.07
2875,Guatemala,GTM,2043,0.07
2876,Guatemala,GTM,2044,0.07
2877,Guatemala,GTM,2045,0.07
2878,Guatemala,GTM,2046,0.07
2879,Guatemala,GTM,2047,0.07
2880,Guatemala,GTM,2048,0.07
2881,Guatemala,GTM,2049,0.07
2882,Guatemala,GTM,2050,0.07
2883,Guam,GUM,2020,0.07
2884,Guam,GUM,2021,0.07
2885,Guam,GUM,2022,0.07
2886,Guam,GUM,2023,0.07
2887,Guam,GUM,2024,0.07
2888,Guam,GUM,2025,0.07
2889,Guam,GUM,2026,0.07
2890,Guam,GUM,2027,0.07
2891,Guam,GUM,2028,0.07
2892,Guam,GUM,2029,0.07
2893,Guam,GUM,2030,0.07
2894,Guam,GUM,2031,0.07
2895,Guam,GUM,2032,0.07
2896,Guam,GUM,2033,0.07
2897,Guam,GUM,2034,0.07
2898,Guam,GUM,2035,0.07
2899,Guam,GUM,2036,0.07
2900,Guam,GUM,2037,0.07
2901,Guam,GUM,2038,0.07
2902,Guam,GUM,2039,0.07
2903,Guam,GUM,2040,0.07
2904,Guam,GUM,2041,0.07
2905,Guam,GUM,2042,0.07
2906,Guam,GUM,2043,0.07
2907,Guam,GUM,2044,0.07
2908,Guam,GUM,2045,0.07
2909,Guam,GUM,2046,0.07
2910,Guam,GUM,2047,0.07
2911,Guam,GUM,2048,0.07
2912,Guam,GUM,2049,0.07
2913,Guam,GUM,2050,0.07
2914,Guyana,GUY,2020,0.07
2915,Guyana,GUY,2021,0.07
2916,Guyana,GUY,2022,0.07
2917,Guyana,GUY,2023,0.07
2918,Guyana,GUY,2024,0.07
2919,Guyana,GUY,2025,0.07
2920,Guyana,GUY,2026,0.07
2921,Guyana,GUY,2027,0.07
2922,Guyana,GUY,2028,0.07
2923,Guyana,GUY,2029,0.07
2924,Guyana,GUY,2030,0.07
2925,Guyana,GUY,2031,0.07
2926,Guyana,GUY,2032,0.07
2927,Guyana,GUY,2033,0.07
2928,Guyana,GUY,2034,0.07
2929,Guyana,GUY,2035,0.07
2930,Guyana,GUY,2036,0.07
2931,Guyana,GUY,2037,0.07
2932,Guyana,GUY,2038,0.07
2933,Guyana,GUY,2039,0.07
2934,Guyana,GUY,2040,0.07
2935,Guyana,GUY,2041,0.07
2936,Guyana,GUY,2042,0.07
2937,Guyana,GUY,2043,0.07
2938,Guyana,GUY,2044,0.07
2939,Guyana,GUY,2045,0.07
2940,Guyana,GUY,2046,0.07
2941,Guyana,GUY,2047,0.07
2942,Guyana,GUY,2048,0.07
2943,Guyana,GUY,2049,0.07
2944,Guyana,GUY,2050,0.07
2945,High income,HIC,2020,0.07
2946,High income,HIC,2021,0.07
2947,High income,HIC,2022,0.07
2948,High income,HIC,2023,0.07
2949,High income,HIC,2024,0.07
2950,High income,HIC,2025,0.07
2951,High income,HIC,2026,0.07
2952,High income,HIC,2027,0.07
2953,High income,HIC,2028,0.07
2954,High income,HIC,2029,0.07
2955,High income,HIC,2030,0.07
2956,High income,HIC,2031,0.07
2957,High income,HIC,2032,0.07
2958,High income,HIC,2033,0.07
2959,High income,HIC,2034,0.07
2960,High income,HIC,2035,0.07
2961,High income,HIC,2036,0.07
2962,High income,HIC,2037,0.07
2963,High income,HIC,2038,0.07
2964,High income,HIC,2039,0.07
2965,High income,HIC,2040,0.07
2966,High income,HIC,2041,0.07
2967,High income,HIC,2042,0.07
2968,High income,HIC,2043,0.07
2969,High income,HIC,2044,0.07
2970,High income,HIC,2045,0.07
2971,High income,HIC,2046,0.07
2972,High income,HIC,2047,0.07
2973,High income,HIC,2048,0.07
2974,High income,HIC,2049,0.07
2975,High income,HIC,2050,0.07
2976,"Hong Kong SAR, China",HKG,2020,0.07
2977,"Hong Kong SAR, China",HKG,2021,0.07
2978,"Hong Kong SAR, China",HKG,2022,0.07
2979,"Hong Kong SAR, China",HKG,2023,0.07
2980,"Hong Kong SAR, China",HKG,2024,0.07
2981,"Hong Kong SAR, China",HKG,2025,0.07
2982,"Hong Kong SAR, China",HKG,2026,0.07
2983,"Hong Kong SAR, China",HKG,2027,0.07
2984,"Hong Kong SAR, China",HKG,2028,0.07
2985,"Hong Kong SAR, China",HKG,2029,0.07
2986,"Hong Kong SAR, China",HKG,2030,0.07
2987,"Hong Kong SAR, China",HKG,2031,0.07
2988,"Hong Kong SAR, China",HKG,2032,0.07
2989,"Hong Kong SAR, China",HKG,2033,0.07
2990,"Hong Kong SAR, China",HKG,2034,0.07
2991,"Hong Kong SAR, China",HKG,2035,0.07
2992,"Hong Kong SAR, China",HKG,2036,0.07
2993,"Hong Kong SAR, China",HKG,2037,0.07
2994,"Hong Kong SAR, China",HKG,2038,0.07
2995,"Hong Kong SAR, China",HKG,2039,0.07
2996,"Hong Kong SAR, China",HKG,2040,0.07
2997,"Hong Kong SAR, China",HKG,2041,0.07
2998,"Hong Kong SAR, China",HKG,2042,0.07
2999,"Hong Kong SAR, China",HKG,2043,0.07
3000,"Hong Kong SAR, China",HKG,2044,0.07
3001,"Hong Kong SAR, China",HKG,2045,0.07
3002,"Hong Kong SAR, China",HKG,2046,0.07
3003,"Hong Kong SAR, China",HKG,2047,0.07
3004,"Hong Kong SAR, China",HKG,2048,0.07
3005,"Hong Kong SAR, China",HKG,2049,0.07
3006,"Hong Kong SAR, China",HKG,2050,0.07
3007,Honduras,HND,2020,0.07
3008,Honduras,HND,2021,0.07
3009,Honduras,HND,2022,0.07
3010,Honduras,HND,2023,0.07
3011,Honduras,HND,2024,0.07
3012,Honduras,HND,2025,0.07
3013,Honduras,HND,2026,0.07
3014,Honduras,HND,2027,0.07
3015,Honduras,HND,2028,0.07
3016,Honduras,HND,2029,0.07
3017,Honduras,HND,2030,0.07
3018,Honduras,HND,2031,0.07
3019,Honduras,HND,2032,0.07
3020,Honduras,HND,2033,0.07
3021,Honduras,HND,2034,0.07
3022,Honduras,HND,2035,0.07
3023,Honduras,HND,2036,0.07
3024,Honduras,HND,2037,0.07
3025,Honduras,HND,2038,0.07
3026,Honduras,HND,2039,0.07
3027,Honduras,HND,2040,0.07
3028,Honduras,HND,2041,0.07
3029,Honduras,HND,2042,0.07
3030,Honduras,HND,2043,0.07
3031,Honduras,HND,2044,0.07
3032,Honduras,HND,2045,0.07
3033,Honduras,HND,2046,0.07
3034,Honduras,HND,2047,0.07
3035,Honduras,HND,2048,0.07
3036,Honduras,HND,2049,0.07
3037,Honduras,HND,2050,0.07
3038,Heavily indebted poor countries (HIPC),HPC,2020,0.07
3039,Heavily indebted poor countries (HIPC),HPC,2021,0.07
3040,Heavily indebted poor countries (HIPC),HPC,2022,0.07
3041,Heavily indebted poor countries (HIPC),HPC,2023,0.07
3042,Heavily indebted poor countries (HIPC),HPC,2024,0.07
3043,Heavily indebted poor countries (HIPC),HPC,2025,0.07
3044,Heavily indebted poor countries (HIPC),HPC,2026,0.07
3045,Heavily indebted poor countries (HIPC),HPC,2027,0.07
3046,Heavily indebted poor countries (HIPC),HPC,2028,0.07
3047,Heavily indebted poor countries (HIPC),HPC,2029,0.07
3048,Heavily indebted poor countries (HIPC),HPC,2030,0.07
3049,Heavily indebted poor countries (HIPC),HPC,2031,0.07
3050,Heavily indebted poor countries (HIPC),HPC,2032,0.07
3051,Heavily indebted poor countries (HIPC),HPC,2033,0.07
3052,Heavily indebted poor countries (HIPC),HPC,2034,0.07
3053,Heavily indebted poor countries (HIPC),HPC,2035,0.07
3054,Heavily indebted poor countries (HIPC),HPC,2036,0.07
3055,Heavily indebted poor countries (HIPC),HPC,2037,0.07
3056,Heavily indebted poor countries (HIPC),HPC,2038,0.07
3057,Heavily indebted poor countries (HIPC),HPC,2039,0.07
3058,Heavily indebted poor countries (HIPC),HPC,2040,0.07
3059,Heavily indebted poor countries (HIPC),HPC,2041,0.07
3060,Heavily indebted poor countries (HIPC),HPC,2042,0.07
3061,Heavily indebted poor countries (HIPC),HPC,2043,0.07
3062,Heavily indebted poor countries (HIPC),HPC,2044,0.07
3063,Heavily indebted poor countries (HIPC),HPC,2045,0.07
3064,Heavily indebted poor countries (HIPC),HPC,2046,0.07
3065,Heavily indebted poor countries (HIPC),HPC,2047,0.07
3066,Heavily indebted poor countries (HIPC),HPC,2048,0.07
3067,Heavily indebted poor countries (HIPC),HPC,2049,0.07
3068,Heavily indebted poor countries (HIPC),HPC,2050,0.07
3069,Croatia,HRV,2020,0.07
3070,Croatia,HRV,2021,0.07
3071,Croatia,HRV,2022,0.07
3072,Croatia,HRV,2023,0.07
3073,Croatia,HRV,2024,0.07
3074,Croatia,HRV,2025,0.07
3075,Croatia,HRV,2026,0.07
3076,Croatia,HRV,2027,0.07
3077,Croatia,HRV,2028,0.07
3078,Croatia,HRV,2029,0.07
3079,Croatia,HRV,2030,0.07
3080,Croatia,HRV,2031,0.07
3081,Croatia,HRV,2032,0.07
3082,Croatia,HRV,2033,0.07
3083,Croatia,HRV,2034,0.07
3084,Croatia,HRV,2035,0.07
3085,Croatia,HRV,2036,0.07
3086,Croatia,HRV,2037,0.07
3087,Croatia,HRV,2038,0.07
3088,Croatia,HRV,2039,0.07
3089,Croatia,HRV,2040,0.07
3090,Croatia,HRV,2041,0.07
3091,Croatia,HRV,2042,0.07
3092,Croatia,HRV,2043,0.07
3093,Croatia,HRV,2044,0.07
3094,Croatia,HRV,2045,0.07
3095,Croatia,HRV,2046,0.07
3096,Croatia,HRV,2047,0.07
3097,Croatia,HRV,2048,0.07
3098,Croatia,HRV,2049,0.07
3099,Croatia,HRV,2050,0.07
3100,Haiti,HTI,2020,0.07
3101,Haiti,HTI,2021,0.07
3102,Haiti,HTI,2022,0.07
3103,Haiti,HTI,2023,0.07
3104,Haiti,HTI,2024,0.07
3105,Haiti,HTI,2025,0.07
3106,Haiti,HTI,2026,0.07
3107,Haiti,HTI,2027,0.07
3108,Haiti,HTI,2028,0.07
3109,Haiti,HTI,2029,0.07
3110,Haiti,HTI,2030,0.07
3111,Haiti,HTI,2031,0.07
3112,Haiti,HTI,2032,0.07
3113,Haiti,HTI,2033,0.07
3114,Haiti,HTI,2034,0.07
3115,Haiti,HTI,2035,0.07
3116,Haiti,HTI,2036,0.07
3117,Haiti,HTI,2037,0.07
3118,Haiti,HTI,2038,0.07
3119,Haiti,HTI,2039,0.07
3120,Haiti,HTI,2040,0.07
3121,Haiti,HTI,2041,0.07
3122,Haiti,HTI,2042,0.07
3123,Haiti,HTI,2043,0.07
3124,Haiti,HTI,2044,0.07
3125,Haiti,HTI,2045,0.07
3126,Haiti,HTI,2046,0.07
3127,Haiti,HTI,2047,0.07
3128,Haiti,HTI,2048,0.07
3129,Haiti,HTI,2049,0.07
3130,Haiti,HTI,2050,0.07
3131,Hungary,HUN,2020,0.07
3132,Hungary,HUN,2021,0.07
3133,Hungary,HUN,2022,0.07
3134,Hungary,HUN,2023,0.07
3135,Hungary,HUN,2024,0.07
3136,Hungary,HUN,2025,0.07
3137,Hungary,HUN,2026,0.07
3138,Hungary,HUN,2027,0.07
3139,Hungary,HUN,2028,0.07
3140,Hungary,HUN,2029,0.07
3141,Hungary,HUN,2030,0.07
3142,Hungary,HUN,2031,0.07
3143,Hungary,HUN,2032,0.07
3144,Hungary,HUN,2033,0.07
3145,Hungary,HUN,2034,0.07
3146,Hungary,HUN,2035,0.07
3147,Hungary,HUN,2036,0.07
3148,Hungary,HUN,2037,0.07
3149,Hungary,HUN,2038,0.07
3150,Hungary,HUN,2039,0.07
3151,Hungary,HUN,2040,0.07
3152,Hungary,HUN,2041,0.07
3153,Hungary,HUN,2042,0.07
3154,Hungary,HUN,2043,0.07
3155,Hungary,HUN,2044,0.07
3156,Hungary,HUN,2045,0.07
3157,Hungary,HUN,2046,0.07
3158,Hungary,HUN,2047,0.07
3159,Hungary,HUN,2048,0.07
3160,Hungary,HUN,2049,0.07
3161,Hungary,HUN,2050,0.07
3162,IBRD only,IBD,2020,0.07
3163,IBRD only,IBD,2021,0.07
3164,IBRD only,IBD,2022,0.07
3165,IBRD only,IBD,2023,0.07
3166,IBRD only,IBD,2024,0.07
3167,IBRD only,IBD,2025,0.07
3168,IBRD only,IBD,2026,0.07
3169,IBRD only,IBD,2027,0.07
3170,IBRD only,IBD,2028,0.07
3171,IBRD only,IBD,2029,0.07
3172,IBRD only,IBD,2030,0.07
3173,IBRD only,IBD,2031,0.07
3174,IBRD only,IBD,2032,0.07
3175,IBRD only,IBD,2033,0.07
3176,IBRD only,IBD,2034,0.07
3177,IBRD only,IBD,2035,0.07
3178,IBRD only,IBD,2036,0.07
3179,IBRD only,IBD,2037,0.07
3180,IBRD only,IBD,2038,0.07
3181,IBRD only,IBD,2039,0.07
3182,IBRD only,IBD,2040,0.07
3183,IBRD only,IBD,2041,0.07
3184,IBRD only,IBD,2042,0.07
3185,IBRD only,IBD,2043,0.07
3186,IBRD only,IBD,2044,0.07
3187,IBRD only,IBD,2045,0.07
3188,IBRD only,IBD,2046,0.07
3189,IBRD only,IBD,2047,0.07
3190,IBRD only,IBD,2048,0.07
3191,IBRD only,IBD,2049,0.07
3192,IBRD only,IBD,2050,0.07
3193,IDA & IBRD total,IBT,2020,0.07
3194,IDA & IBRD total,IBT,2021,0.07
3195,IDA & IBRD total,IBT,2022,0.07
3196,IDA & IBRD total,IBT,2023,0.07
3197,IDA & IBRD total,IBT,2024,0.07
3198,IDA & IBRD total,IBT,2025,0.07
3199,IDA & IBRD total,IBT,2026,0.07
3200,IDA & IBRD total,IBT,2027,0.07
3201,IDA & IBRD total,IBT,2028,0.07
3202,IDA & IBRD total,IBT,2029,0.07
3203,IDA & IBRD total,IBT,2030,0.07
3204,IDA & IBRD total,IBT,2031,0.07
3205,IDA & IBRD total,IBT,2032,0.07
3206,IDA & IBRD total,IBT,2033,0.07
3207,IDA & IBRD total,IBT,2034,0.07
3208,IDA & IBRD total,IBT,2035,0.07
3209,IDA & IBRD total,IBT,2036,0.07
3210,IDA & IBRD total,IBT,2037,0.07
3211,IDA & IBRD total,IBT,2038,0.07
3212,IDA & IBRD total,IBT,2039,0.07
3213,IDA & IBRD total,IBT,2040,0.07
3214,IDA & IBRD total,IBT,2041,0.07
3215,IDA & IBRD total,IBT,2042,0.07
3216,IDA & IBRD total,IBT,2043,0.07
3217,IDA & IBRD total,IBT,2044,0.07
3218,IDA & IBRD total,IBT,2045,0.07
3219,IDA & IBRD total,IBT,2046,0.07
3220,IDA & IBRD total,IBT,2047,0.07
3221,IDA & IBRD total,IBT,2048,0.07
3222,IDA & IBRD total,IBT,2049,0.07
3223,IDA & IBRD total,IBT,2050,0.07
3224,IDA total,IDA,2020,0.07
3225,IDA total,IDA,2021,0.07
3226,IDA total,IDA,2022,0.07
3227,IDA total,IDA,2023,0.07
3228,IDA total,IDA,2024,0.07
3229,IDA total,IDA,2025,0.07
3230,IDA total,IDA,2026,0.07
3231,IDA total,IDA,2027,0.07
3232,IDA total,IDA,2028,0.07
3233,IDA total,IDA,2029,0.07
3234,IDA total,IDA,2030,0.07
3235,IDA total,IDA,2031,0.07
3236,IDA total,IDA,2032,0.07
3237,IDA total,IDA,2033,0.07
3238,IDA total,IDA,2034,0.07
3239,IDA total,IDA,2035,0.07
3240,IDA total,IDA,2036,0.07
3241,IDA total,IDA,2037,0.07
3242,IDA total,IDA,2038,0.07
3243,IDA total,IDA,2039,0.07
3244,IDA total,IDA,2040,0.07
3245,IDA total,IDA,2041,0.07
3246,IDA total,IDA,2042,0.07
3247,IDA total,IDA,2043,0.07
3248,IDA total,IDA,2044,0.07
3249,IDA total,IDA,2045,0.07
3250,IDA total,IDA,2046,0.07
3251,IDA total,IDA,2047,0.07
3252,IDA total,IDA,2048,0.07
3253,IDA total,IDA,2049,0.07
3254,IDA total,IDA,2050,0.07
3255,IDA blend,IDB,2020,0.07
3256,IDA blend,IDB,2021,0.07
3257,IDA blend,IDB,2022,0.07
3258,IDA blend,IDB,2023,0.07
3259,IDA blend,IDB,2024,0.07
3260,IDA blend,IDB,2025,0.07
3261,IDA blend,IDB,2026,0.07
3262,IDA blend,IDB,2027,0.07
3263,IDA blend,IDB,2028,0.07
3264,IDA blend,IDB,2029,0.07
3265,IDA blend,IDB,2030,0.07
3266,IDA blend,IDB,2031,0.07
3267,IDA blend,IDB,2032,0.07
3268,IDA blend,IDB,2033,0.07
3269,IDA blend,IDB,2034,0.07
3270,IDA blend,IDB,2035,0.07
3271,IDA blend,IDB,2036,0.07
3272,IDA blend,IDB,2037,0.07
3273,IDA blend,IDB,2038,0.07
3274,IDA blend,IDB,2039,0.07
3275,IDA blend,IDB,2040,0.07
3276,IDA blend,IDB,2041,0.07
3277,IDA blend,IDB,2042,0.07
3278,IDA blend,IDB,2043,0.07
3279,IDA blend,IDB,2044,0.07
3280,IDA blend,IDB,2045,0.07
3281,IDA blend,IDB,2046,0.07
3282,IDA blend,IDB,2047,0.07
3283,IDA blend,IDB,2048,0.07
3284,IDA blend,IDB,2049,0.07
3285,IDA blend,IDB,2050,0.07
3286,Indonesia,IDN,2020,0.07
3287,Indonesia,IDN,2021,0.07
3288,Indonesia,IDN,2022,0.07
3289,Indonesia,IDN,2023,0.07
3290,Indonesia,IDN,2024,0.07
3291,Indonesia,IDN,2025,0.07
3292,Indonesia,IDN,2026,0.07
3293,Indonesia,IDN,2027,0.07
3294,Indonesia,IDN,2028,0.07
3295,Indonesia,IDN,2029,0.07
3296,Indonesia,IDN,2030,0.07
3297,Indonesia,IDN,2031,0.07
3298,Indonesia,IDN,2032,0.07
3299,Indonesia,IDN,2033,0.07
3300,Indonesia,IDN,2034,0.07
3301,Indonesia,IDN,2035,0.07
3302,Indonesia,IDN,2036,0.07
3303,Indonesia,IDN,2037,0.07
3304,Indonesia,IDN,2038,0.07
3305,Indonesia,IDN,2039,0.07
3306,Indonesia,IDN,2040,0.07
3307,Indonesia,IDN,2041,0.07
3308,Indonesia,IDN,2042,0.07
3309,Indonesia,IDN,2043,0.07
3310,Indonesia,IDN,2044,0.07
3311,Indonesia,IDN,2045,0.07
3312,Indonesia,IDN,2046,0.07
3313,Indonesia,IDN,2047,0.07
3314,Indonesia,IDN,2048,0.07
3315,Indonesia,IDN,2049,0.07
3316,Indonesia,IDN,2050,0.07
