Year,Nation,iso_code3,pij_lndu_croplands_to_other
2032,Papua New Guinea,PNG,0.0003473544990685909
2033,Papua New Guinea,PNG,0.0003705114656731636
2034,Papua New Guinea,PNG,0.00039366843227773635
2035,Papua New Guinea,PNG,0.00041682539888230914
2036,Papua New Guinea,PNG,0.0004399823654868818
2037,Papua New Guinea,PNG,0.0004631393320914546
2038,Papua New Guinea,PNG,0.00048629629869602727
2039,Papua New Guinea,PNG,0.0005094532653005999
2040,Papua New Guinea,PNG,0.0005326102319051727
2041,Papua New Guinea,PNG,0.0005557671985097454
2042,Papua New Guinea,PNG,0.0005789241651143181
2043,Papua New Guinea,PNG,0.0006020811317188909
2044,Papua New Guinea,PNG,0.0006252380983234637
2045,Papua New Guinea,PNG,0.0006483950649280362
2046,Papua New Guinea,PNG,0.0006715520315326089
2047,Papua New Guinea,PNG,0.0006947089981371818
2048,Papua New Guinea,PNG,0.0007178659647417545
2049,Papua New Guinea,PNG,0.0007410229313463272
2050,Papua New Guinea,PNG,0.0007641798979509
2021,Paraguay,PRY,0.00022380158602649692
2022,Paraguay,PRY,0.0002797519825331211
2023,Paraguay,PRY,0.0003357023790397453
2024,Paraguay,PRY,0.00039165277554636957
2025,Paraguay,PRY,0.00044760317205299384
2026,Paraguay,PRY,0.000503553568559618
2027,Paraguay,PRY,0.0005595039650662422
2028,Paraguay,PRY,0.0006154543615728665
2029,Paraguay,PRY,0.0006714047580794907
2030,Paraguay,PRY,0.0007273551545861148
2031,Paraguay,PRY,0.0007833055510927391
2032,Paraguay,PRY,0.0008392559475993634
2033,Paraguay,PRY,0.0008952063441059877
2034,Paraguay,PRY,0.0009511567406126117
2035,Paraguay,PRY,0.001007107137119236
2036,Paraguay,PRY,0.00106305753362586
2037,Paraguay,PRY,0.0011190079301324845
2038,Paraguay,PRY,0.0011749583266391088
2039,Paraguay,PRY,0.001230908723145733
2040,Paraguay,PRY,0.001286859119652357
2041,Paraguay,PRY,0.0013428095161589814
2042,Paraguay,PRY,0.0013987599126656055
2043,Paraguay,PRY,0.0014547103091722296
2044,Paraguay,PRY,0.001510660705678854
2045,Paraguay,PRY,0.0015666111021854785
2046,Paraguay,PRY,0.0016225614986921026
2047,Paraguay,PRY,0.0016785118951987267
2048,Paraguay,PRY,0.0017344622917053508
2049,Paraguay,PRY,0.0017904126882119754
2050,Paraguay,PRY,0.0018463630847185997
2021,Peru,PER,0.0005009096375119513
2022,Peru,PER,0.0006261370468899392
2023,Peru,PER,0.0007513644562679271
2024,Peru,PER,0.000876591865645915
2025,Peru,PER,0.0010018192750239027
2026,Peru,PER,0.0011270466844018909
2027,Peru,PER,0.0012522740937798787
2028,Peru,PER,0.0013775015031578664
2029,Peru,PER,0.0015027289125358542
2030,Peru,PER,0.0016279563219138422
2031,Peru,PER,0.00175318373129183
2032,Peru,PER,0.001878411140669818
2033,Peru,PER,0.0020036385500478053
2034,Peru,PER,0.0021288659594257933
2035,Peru,PER,0.002254093368803781
2036,Peru,PER,0.0023793207781817693
2037,Peru,PER,0.002504548187559757
2038,Peru,PER,0.002629775596937745
2039,Peru,PER,0.002755003006315733
2040,Peru,PER,0.002880230415693721
2041,Peru,PER,0.0030054578250717084
2042,Peru,PER,0.0031306852344496964
2043,Peru,PER,0.0032559126438276844
2044,Peru,PER,0.003381140053205673
2045,Peru,PER,0.00350636746258366
2046,Peru,PER,0.0036315948719616476
2047,Peru,PER,0.003756822281339636
2048,Peru,PER,0.0038820496907176244
2049,Peru,PER,0.0040072771000956115
2050,Peru,PER,0.004132504509473599
2021,Philippines,PHL,0.0012801840541168
2022,Philippines,PHL,0.0012801840541168
2023,Philippines,PHL,0.0012801840541168
2024,Philippines,PHL,0.0012801840541168
2025,Philippines,PHL,0.0012801840541168
2026,Philippines,PHL,0.0012801840541168
2027,Philippines,PHL,0.0012801840541168
2028,Philippines,PHL,0.0012801840541168
2029,Philippines,PHL,0.0012801840541168
2030,Philippines,PHL,0.0012801840541168
2031,Philippines,PHL,0.0012801840541168
2032,Philippines,PHL,0.0012801840541168
2033,Philippines,PHL,0.0012801840541168
2034,Philippines,PHL,0.0012801840541168002
2035,Philippines,PHL,0.0012801840541168002
2036,Philippines,PHL,0.0012801840541168002
2037,Philippines,PHL,0.0012801840541168002
2038,Philippines,PHL,0.0012801840541168002
2039,Philippines,PHL,0.0012801840541168002
2040,Philippines,PHL,0.0012801840541168002
2041,Philippines,PHL,0.0012801840541168002
2042,Philippines,PHL,0.0012801840541168002
2043,Philippines,PHL,0.0012801840541168002
2044,Philippines,PHL,0.0012801840541168002
2045,Philippines,PHL,0.0012801840541168002
2046,Philippines,PHL,0.0012801840541168002
2047,Philippines,PHL,0.0012801840541168002
2048,Philippines,PHL,0.0012801840541168002
2049,Philippines,PHL,0.0012801840541168002
2050,Philippines,PHL,0.0012801840541168002
2021,Qatar,QAT,0.002746515521181225
2022,Qatar,QAT,0.0028081444014749057
2023,Qatar,QAT,0.002869773281768588
2024,Qatar,QAT,0.002931402162062269
2025,Qatar,QAT,0.0029930310423559496
2026,Qatar,QAT,0.0030546599226496307
2027,Qatar,QAT,0.003116288802943312
2028,Qatar,QAT,0.003177917683236993
2029,Qatar,QAT,0.0032395465635306746
2030,Qatar,QAT,0.0033011754438243557
2031,Qatar,QAT,0.003362804324118037
2032,Qatar,QAT,0.003424433204411718
2033,Qatar,QAT,0.0034860620847054
2034,Qatar,QAT,0.003547690964999081
2035,Qatar,QAT,0.0036093198452927617
2036,Qatar,QAT,0.0036709487255864423
2037,Qatar,QAT,0.0037325776058801242
2038,Qatar,QAT,0.0037942064861738053
2039,Qatar,QAT,0.0038558353664674867
2040,Qatar,QAT,0.003917464246761168
2041,Qatar,QAT,0.003979093127054849
2042,Qatar,QAT,0.00404072200734853
2043,Qatar,QAT,0.004102350887642212
2044,Qatar,QAT,0.004163979767935893
2045,Qatar,QAT,0.004225608648229574
2046,Qatar,QAT,0.004287237528523257
2047,Qatar,QAT,0.004348866408816937
2048,Qatar,QAT,0.004410495289110618
2049,Qatar,QAT,0.004472124169404299
2050,Qatar,QAT,0.00453375304969798
2021,Republic of Moldova,MDA,9.86892891500523e-07
2022,Republic of Moldova,MDA,9.86892891500523e-07
2023,Republic of Moldova,MDA,9.86892891500523e-07
2024,Republic of Moldova,MDA,9.86892891500523e-07
2025,Republic of Moldova,MDA,9.86892891500523e-07
2026,Republic of Moldova,MDA,9.86892891500523e-07
2027,Republic of Moldova,MDA,9.86892891500523e-07
2028,Republic of Moldova,MDA,9.86892891500523e-07
2029,Republic of Moldova,MDA,9.86892891500523e-07
2030,Republic of Moldova,MDA,9.86892891500523e-07
2031,Republic of Moldova,MDA,9.86892891500523e-07
2032,Republic of Moldova,MDA,9.86892891500523e-07
2033,Republic of Moldova,MDA,9.86892891500523e-07
2034,Republic of Moldova,MDA,9.86892891500523e-07
2035,Republic of Moldova,MDA,9.86892891500523e-07
2036,Republic of Moldova,MDA,9.86892891500523e-07
2037,Republic of Moldova,MDA,9.86892891500523e-07
2038,Republic of Moldova,MDA,9.86892891500523e-07
2039,Republic of Moldova,MDA,9.86892891500523e-07
2040,Republic of Moldova,MDA,9.86892891500523e-07
2041,Republic of Moldova,MDA,9.86892891500523e-07
2042,Republic of Moldova,MDA,9.86892891500523e-07
2043,Republic of Moldova,MDA,9.86892891500523e-07
2044,Republic of Moldova,MDA,9.86892891500523e-07
2045,Republic of Moldova,MDA,9.86892891500523e-07
2046,Republic of Moldova,MDA,9.86892891500523e-07
2047,Republic of Moldova,MDA,9.86892891500523e-07
2048,Republic of Moldova,MDA,9.86892891500523e-07
2049,Republic of Moldova,MDA,9.86892891500523e-07
2050,Republic of Moldova,MDA,9.86892891500523e-07
2021,Romania,ROU,0.0
2022,Romania,ROU,0.0
2023,Romania,ROU,0.0
2024,Romania,ROU,0.0
2025,Romania,ROU,0.0
2026,Romania,ROU,0.0
2027,Romania,ROU,0.0
2028,Romania,ROU,0.0
2029,Romania,ROU,0.0
2030,Romania,ROU,0.0
2031,Romania,ROU,0.0
2032,Romania,ROU,0.0
2033,Romania,ROU,0.0
2034,Romania,ROU,0.0
2035,Romania,ROU,0.0
2036,Romania,ROU,0.0
2037,Romania,ROU,0.0
2038,Romania,ROU,0.0
2039,Romania,ROU,0.0
2040,Romania,ROU,0.0
2041,Romania,ROU,0.0
2042,Romania,ROU,0.0
2043,Romania,ROU,0.0
2044,Romania,ROU,0.0
2045,Romania,ROU,0.0
2046,Romania,ROU,0.0
2047,Romania,ROU,0.0
2048,Romania,ROU,0.0
2049,Romania,ROU,0.0
2050,Romania,ROU,0.0
2021,Russian Federation,RUS,8.529716943662423e-07
2022,Russian Federation,RUS,1.0662146179578029e-06
2023,Russian Federation,RUS,1.2794575415493636e-06
2024,Russian Federation,RUS,1.4927004651409245e-06
2025,Russian Federation,RUS,1.7059433887324845e-06
2026,Russian Federation,RUS,1.919186312324045e-06
2027,Russian Federation,RUS,2.1324292359156057e-06
2028,Russian Federation,RUS,2.345672159507167e-06
2029,Russian Federation,RUS,2.558915083098727e-06
2030,Russian Federation,RUS,2.772158006690288e-06
2031,Russian Federation,RUS,2.985400930281848e-06
2032,Russian Federation,RUS,3.198643853873409e-06
2033,Russian Federation,RUS,3.411886777464969e-06
2034,Russian Federation,RUS,3.62512970105653e-06
2035,Russian Federation,RUS,3.8383726246480905e-06
2036,Russian Federation,RUS,4.051615548239651e-06
2037,Russian Federation,RUS,4.2648584718312115e-06
2038,Russian Federation,RUS,4.478101395422772e-06
2039,Russian Federation,RUS,4.691344319014333e-06
2040,Russian Federation,RUS,4.9045872426058925e-06
2041,Russian Federation,RUS,5.117830166197454e-06
2042,Russian Federation,RUS,5.331073089789015e-06
2043,Russian Federation,RUS,5.544316013380574e-06
2044,Russian Federation,RUS,5.757558936972136e-06
2045,Russian Federation,RUS,5.970801860563698e-06
2046,Russian Federation,RUS,6.184044784155257e-06
2047,Russian Federation,RUS,6.397287707746818e-06
2048,Russian Federation,RUS,6.610530631338377e-06
2049,Russian Federation,RUS,6.823773554929938e-06
2050,Russian Federation,RUS,7.0370164785215e-06
2021,Rwanda,RWA,0.0002581965587247516
2022,Rwanda,RWA,0.00032274569840593946
2023,Rwanda,RWA,0.0003872948380871273
2024,Rwanda,RWA,0.0004518439777683152
2025,Rwanda,RWA,0.0005163931174495031
2026,Rwanda,RWA,0.000580942257130691
2027,Rwanda,RWA,0.0006454913968118789
2028,Rwanda,RWA,0.0007100405364930668
2029,Rwanda,RWA,0.0007745896761742546
2030,Rwanda,RWA,0.0008391388158554426
2031,Rwanda,RWA,0.0009036879555366304
2032,Rwanda,RWA,0.0009682370952178184
2033,Rwanda,RWA,0.0010327862348990062
2034,Rwanda,RWA,0.0010973353745801944
2035,Rwanda,RWA,0.001161884514261382
2036,Rwanda,RWA,0.0012264336539425699
2037,Rwanda,RWA,0.0012909827936237578
2038,Rwanda,RWA,0.0013555319333049456
2039,Rwanda,RWA,0.0014200810729861335
2040,Rwanda,RWA,0.0014846302126673215
2041,Rwanda,RWA,0.0015491793523485092
2042,Rwanda,RWA,0.0016137284920296972
2043,Rwanda,RWA,0.0016782776317108851
2044,Rwanda,RWA,0.001742826771392073
2045,Rwanda,RWA,0.0018073759110732608
2046,Rwanda,RWA,0.0018719250507544488
2047,Rwanda,RWA,0.0019364741904356368
2048,Rwanda,RWA,0.0020010233301168247
2049,Rwanda,RWA,0.0020655724697980125
2050,Rwanda,RWA,0.0021301216094792
2021,Réunion,REU,0.0
2022,Réunion,REU,0.0
2023,Réunion,REU,0.0
2024,Réunion,REU,0.0
2025,Réunion,REU,0.0
2026,Réunion,REU,0.0
2027,Réunion,REU,0.0
2028,Réunion,REU,0.0
2029,Réunion,REU,0.0
2030,Réunion,REU,0.0
2031,Réunion,REU,0.0
2032,Réunion,REU,0.0
2033,Réunion,REU,0.0
2034,Réunion,REU,0.0
2035,Réunion,REU,0.0
2036,Réunion,REU,0.0
2037,Réunion,REU,0.0
2038,Réunion,REU,0.0
2039,Réunion,REU,0.0
2040,Réunion,REU,0.0
2041,Réunion,REU,0.0
2042,Réunion,REU,0.0
2043,Réunion,REU,0.0
2044,Réunion,REU,0.0
2045,Réunion,REU,0.0
2046,Réunion,REU,0.0
2047,Réunion,REU,0.0
2048,Réunion,REU,0.0
2049,Réunion,REU,0.0
2050,Réunion,REU,0.0
2021,"Saint Helena, Ascension and Tristan da Cunha",SHN,1.1409755846061976e-17
2022,"Saint Helena, Ascension and Tristan da Cunha",SHN,1.4262194807577472e-17
2023,"Saint Helena, Ascension and Tristan da Cunha",SHN,1.7114633769092967e-17
2024,"Saint Helena, Ascension and Tristan da Cunha",SHN,1.9967072730608458e-17
2025,"Saint Helena, Ascension and Tristan da Cunha",SHN,2.281951169212396e-17
2026,"Saint Helena, Ascension and Tristan da Cunha",SHN,2.5671950653639447e-17
2027,"Saint Helena, Ascension and Tristan da Cunha",SHN,2.8524389615154945e-17
2028,"Saint Helena, Ascension and Tristan da Cunha",SHN,3.1376828576670436e-17
2029,"Saint Helena, Ascension and Tristan da Cunha",SHN,3.422926753818593e-17
2030,"Saint Helena, Ascension and Tristan da Cunha",SHN,3.7081706499701425e-17
2031,"Saint Helena, Ascension and Tristan da Cunha",SHN,3.9934145461216916e-17
2032,"Saint Helena, Ascension and Tristan da Cunha",SHN,4.278658442273242e-17
2033,"Saint Helena, Ascension and Tristan da Cunha",SHN,4.5639023384247905e-17
2034,"Saint Helena, Ascension and Tristan da Cunha",SHN,4.8491462345763397e-17
2035,"Saint Helena, Ascension and Tristan da Cunha",SHN,5.1343901307278907e-17
2036,"Saint Helena, Ascension and Tristan da Cunha",SHN,5.41963402687944e-17
2037,"Saint Helena, Ascension and Tristan da Cunha",SHN,5.704877923030989e-17
2038,"Saint Helena, Ascension and Tristan da Cunha",SHN,5.990121819182538e-17
2039,"Saint Helena, Ascension and Tristan da Cunha",SHN,6.275365715334087e-17
2040,"Saint Helena, Ascension and Tristan da Cunha",SHN,6.560609611485638e-17
2041,"Saint Helena, Ascension and Tristan da Cunha",SHN,6.845853507637187e-17
2042,"Saint Helena, Ascension and Tristan da Cunha",SHN,7.131097403788736e-17
2043,"Saint Helena, Ascension and Tristan da Cunha",SHN,7.416341299940285e-17
2044,"Saint Helena, Ascension and Tristan da Cunha",SHN,7.701585196091834e-17
2045,"Saint Helena, Ascension and Tristan da Cunha",SHN,7.986829092243385e-17
2046,"Saint Helena, Ascension and Tristan da Cunha",SHN,8.272072988394934e-17
2047,"Saint Helena, Ascension and Tristan da Cunha",SHN,8.557316884546484e-17
2048,"Saint Helena, Ascension and Tristan da Cunha",SHN,8.842560780698032e-17
2049,"Saint Helena, Ascension and Tristan da Cunha",SHN,9.127804676849581e-17
2050,"Saint Helena, Ascension and Tristan da Cunha",SHN,9.413048573001131e-17
2021,Saint Lucia,LCA,0.0006118588186876243
2022,Saint Lucia,LCA,0.0007648235233595304
2023,Saint Lucia,LCA,0.0009177882280314363
2024,Saint Lucia,LCA,0.0010707529327033424
2025,Saint Lucia,LCA,0.0012237176373752485
2026,Saint Lucia,LCA,0.0013766823420471547
2027,Saint Lucia,LCA,0.0015296470467190608
2028,Saint Lucia,LCA,0.001682611751390967
2029,Saint Lucia,LCA,0.0018355764560628726
2030,Saint Lucia,LCA,0.0019885411607347787
2031,Saint Lucia,LCA,0.0021415058654066853
2032,Saint Lucia,LCA,0.002294470570078591
2033,Saint Lucia,LCA,0.002447435274750497
2034,Saint Lucia,LCA,0.002600399979422403
2035,Saint Lucia,LCA,0.002753364684094309
2036,Saint Lucia,LCA,0.0029063293887662154
2037,Saint Lucia,LCA,0.0030592940934381216
2038,Saint Lucia,LCA,0.003212258798110027
2039,Saint Lucia,LCA,0.003365223502781933
2040,Saint Lucia,LCA,0.0035181882074538395
2041,Saint Lucia,LCA,0.003671152912125745
2042,Saint Lucia,LCA,0.003824117616797652
2043,Saint Lucia,LCA,0.003977082321469557
2044,Saint Lucia,LCA,0.004130047026141464
2045,Saint Lucia,LCA,0.0042830117308133705
2046,Saint Lucia,LCA,0.004435976435485276
2047,Saint Lucia,LCA,0.004588941140157182
2048,Saint Lucia,LCA,0.004741905844829088
2049,Saint Lucia,LCA,0.004894870549500994
2050,Saint Lucia,LCA,0.0050478352541729
2021,Saint Vincent and the Grenadines,VCT,-3.723522612576481e-19
2022,Saint Vincent and the Grenadines,VCT,-3.5702010932350967e-19
2023,Saint Vincent and the Grenadines,VCT,-3.416879573893712e-19
2024,Saint Vincent and the Grenadines,VCT,-3.2635580545523273e-19
2025,Saint Vincent and the Grenadines,VCT,-3.110236535210943e-19
2026,Saint Vincent and the Grenadines,VCT,-2.9569150158695583e-19
2027,Saint Vincent and the Grenadines,VCT,-2.803593496528174e-19
2028,Saint Vincent and the Grenadines,VCT,-2.650271977186789e-19
2029,Saint Vincent and the Grenadines,VCT,-2.496950457845405e-19
2030,Saint Vincent and the Grenadines,VCT,-2.3436289385040203e-19
2031,Saint Vincent and the Grenadines,VCT,-2.190307419162636e-19
2032,Saint Vincent and the Grenadines,VCT,-2.0369858998212514e-19
2033,Saint Vincent and the Grenadines,VCT,-1.8836643804798666e-19
2034,Saint Vincent and the Grenadines,VCT,-1.7303428611384824e-19
2035,Saint Vincent and the Grenadines,VCT,-1.577021341797098e-19
2036,Saint Vincent and the Grenadines,VCT,-1.4236998224557134e-19
2037,Saint Vincent and the Grenadines,VCT,-1.270378303114329e-19
2038,Saint Vincent and the Grenadines,VCT,-1.1170567837729442e-19
2039,Saint Vincent and the Grenadines,VCT,-9.637352644315599e-20
2040,Saint Vincent and the Grenadines,VCT,-8.104137450901753e-20
2041,Saint Vincent and the Grenadines,VCT,-6.57092225748791e-20
2042,Saint Vincent and the Grenadines,VCT,-5.037707064074064e-20
2043,Saint Vincent and the Grenadines,VCT,-3.50449187066022e-20
2044,Saint Vincent and the Grenadines,VCT,-1.9712766772463748e-20
2045,Saint Vincent and the Grenadines,VCT,-4.380614838325299e-21
2046,Saint Vincent and the Grenadines,VCT,1.0951537095813197e-20
2047,Saint Vincent and the Grenadines,VCT,2.62836890299516e-20
2048,Saint Vincent and the Grenadines,VCT,4.161584096409e-20
2049,Saint Vincent and the Grenadines,VCT,5.69479928982285e-20
2050,Saint Vincent and the Grenadines,VCT,7.228014483236696e-20
2021,Samoa,WSM,0.0422714902183892
2022,Samoa,WSM,0.0422714902183892
2023,Samoa,WSM,0.0422714902183892
2024,Samoa,WSM,0.0422714902183892
2025,Samoa,WSM,0.0422714902183892
2026,Samoa,WSM,0.0422714902183892
2027,Samoa,WSM,0.0422714902183892
2028,Samoa,WSM,0.0422714902183892
2029,Samoa,WSM,0.0422714902183892
2030,Samoa,WSM,0.0422714902183892
2031,Samoa,WSM,0.0422714902183892
2032,Samoa,WSM,0.0422714902183892
2033,Samoa,WSM,0.0422714902183892
2034,Samoa,WSM,0.0422714902183892
2035,Samoa,WSM,0.0422714902183892
2036,Samoa,WSM,0.0422714902183892
2037,Samoa,WSM,0.0422714902183892
2038,Samoa,WSM,0.0422714902183892
2039,Samoa,WSM,0.0422714902183892
2040,Samoa,WSM,0.0422714902183892
2041,Samoa,WSM,0.0422714902183892
2042,Samoa,WSM,0.0422714902183892
2043,Samoa,WSM,0.0422714902183892
2044,Samoa,WSM,0.0422714902183892
2045,Samoa,WSM,0.0422714902183892
2046,Samoa,WSM,0.0422714902183892
2047,Samoa,WSM,0.0422714902183892
2048,Samoa,WSM,0.0422714902183892
2049,Samoa,WSM,0.0422714902183892
2050,Samoa,WSM,0.0422714902183892
2021,Saudi Arabia,SAU,0.009048451098283
2022,Saudi Arabia,SAU,0.009048451098283
2023,Saudi Arabia,SAU,0.009048451098283
2024,Saudi Arabia,SAU,0.009048451098283
2025,Saudi Arabia,SAU,0.009048451098283
2026,Saudi Arabia,SAU,0.009048451098283
2027,Saudi Arabia,SAU,0.009048451098283
2028,Saudi Arabia,SAU,0.009048451098283
2029,Saudi Arabia,SAU,0.009048451098283
2030,Saudi Arabia,SAU,0.009048451098283
2031,Saudi Arabia,SAU,0.009048451098283
2032,Saudi Arabia,SAU,0.009048451098283
2033,Saudi Arabia,SAU,0.009048451098283
2034,Saudi Arabia,SAU,0.009048451098283002
2035,Saudi Arabia,SAU,0.009048451098283002
2036,Saudi Arabia,SAU,0.009048451098283002
2037,Saudi Arabia,SAU,0.009048451098283002
2038,Saudi Arabia,SAU,0.009048451098283002
2039,Saudi Arabia,SAU,0.009048451098283002
2040,Saudi Arabia,SAU,0.009048451098283002
2041,Saudi Arabia,SAU,0.009048451098283002
2042,Saudi Arabia,SAU,0.009048451098283002
2043,Saudi Arabia,SAU,0.009048451098283002
2044,Saudi Arabia,SAU,0.009048451098283002
2045,Saudi Arabia,SAU,0.009048451098283002
2046,Saudi Arabia,SAU,0.009048451098283002
2047,Saudi Arabia,SAU,0.009048451098283002
2048,Saudi Arabia,SAU,0.009048451098283002
2049,Saudi Arabia,SAU,0.009048451098283002
2050,Saudi Arabia,SAU,0.009048451098283002
2021,Senegal,SEN,0.0058284349928418655
2022,Senegal,SEN,0.006397124875624032
2023,Senegal,SEN,0.006965814758406199
2024,Senegal,SEN,0.0075345046411883655
2025,Senegal,SEN,0.008103194523970531
2026,Senegal,SEN,0.008671884406752699
2027,Senegal,SEN,0.009240574289534866
2028,Senegal,SEN,0.009809264172317032
2029,Senegal,SEN,0.010377954055099198
2030,Senegal,SEN,0.010946643937881364
2031,Senegal,SEN,0.011515333820663531
2032,Senegal,SEN,0.0120840237034457
2033,Senegal,SEN,0.012652713586227864
2034,Senegal,SEN,0.01322140346901003
2035,Senegal,SEN,0.013790093351792198
2036,Senegal,SEN,0.014358783234574362
2037,Senegal,SEN,0.014927473117356531
2038,Senegal,SEN,0.015496163000138697
2039,Senegal,SEN,0.016064852882920866
2040,Senegal,SEN,0.01663354276570303
2041,Senegal,SEN,0.017202232648485194
2042,Senegal,SEN,0.01777092253126736
2043,Senegal,SEN,0.018339612414049532
2044,Senegal,SEN,0.018908302296831696
2045,Senegal,SEN,0.019476992179613864
2046,Senegal,SEN,0.020045682062396028
2047,Senegal,SEN,0.0206143719451782
2048,Senegal,SEN,0.021183061827960363
2049,Senegal,SEN,0.021751751710742527
2050,Senegal,SEN,0.022320441593524698
2021,Serbia,SRB,0.0007339212492803
2022,Serbia,SRB,0.0007339212492803
2023,Serbia,SRB,0.0007339212492803
2024,Serbia,SRB,0.0007339212492803
2025,Serbia,SRB,0.0007339212492803
2026,Serbia,SRB,0.0007339212492803
2027,Serbia,SRB,0.0007339212492803
2028,Serbia,SRB,0.0007339212492803
2029,Serbia,SRB,0.0007339212492803
2030,Serbia,SRB,0.0007339212492803
2031,Serbia,SRB,0.0007339212492803
2032,Serbia,SRB,0.0007339212492803
2033,Serbia,SRB,0.0007339212492803
2034,Serbia,SRB,0.0007339212492803
2035,Serbia,SRB,0.0007339212492803
2036,Serbia,SRB,0.0007339212492803
2037,Serbia,SRB,0.0007339212492803
2038,Serbia,SRB,0.0007339212492803
2039,Serbia,SRB,0.0007339212492803
2040,Serbia,SRB,0.0007339212492803
2041,Serbia,SRB,0.0007339212492803
2042,Serbia,SRB,0.0007339212492803
2043,Serbia,SRB,0.0007339212492803
2044,Serbia,SRB,0.0007339212492803
2045,Serbia,SRB,0.0007339212492803
2046,Serbia,SRB,0.0007339212492803
2047,Serbia,SRB,0.0007339212492803
2048,Serbia,SRB,0.0007339212492803
2049,Serbia,SRB,0.0007339212492803
2050,Serbia,SRB,0.0007339212492803
2021,Sierra Leone,SLE,0.001590975427450421
2022,Sierra Leone,SLE,0.0016803109080981515
2023,Sierra Leone,SLE,0.0017696463887458816
2024,Sierra Leone,SLE,0.001858981869393612
2025,Sierra Leone,SLE,0.0019483173500413427
2026,Sierra Leone,SLE,0.0020376528306890727
2027,Sierra Leone,SLE,0.0021269883113368034
2028,Sierra Leone,SLE,0.0022163237919845336
2029,Sierra Leone,SLE,0.0023056592726322643
2030,Sierra Leone,SLE,0.002394994753279994
2031,Sierra Leone,SLE,0.0024843302339277247
2032,Sierra Leone,SLE,0.0025736657145754545
2033,Sierra Leone,SLE,0.002663001195223185
2034,Sierra Leone,SLE,0.002752336675870915
2035,Sierra Leone,SLE,0.002841672156518645
2036,Sierra Leone,SLE,0.0029310076371663763
2037,Sierra Leone,SLE,0.0030203431178141065
2038,Sierra Leone,SLE,0.003109678598461837
2039,Sierra Leone,SLE,0.003199014079109567
2040,Sierra Leone,SLE,0.003288349559757297
2041,Sierra Leone,SLE,0.0033776850404050275
2042,Sierra Leone,SLE,0.0034670205210527573
2043,Sierra Leone,SLE,0.0035563560017004884
2044,Sierra Leone,SLE,0.003645691482348218
2045,Sierra Leone,SLE,0.0037350269629959493
2046,Sierra Leone,SLE,0.003824362443643679
2047,Sierra Leone,SLE,0.00391369792429141
2048,Sierra Leone,SLE,0.00400303340493914
2049,Sierra Leone,SLE,0.00409236888558687
2050,Sierra Leone,SLE,0.0041817043662346
2021,Solomon Islands,SLB,2.4197681964082446e-20
2022,Solomon Islands,SLB,3.024710245510306e-20
2023,Solomon Islands,SLB,3.6296522946123664e-20
2024,Solomon Islands,SLB,4.234594343714428e-20
2025,Solomon Islands,SLB,4.839536392816488e-20
2026,Solomon Islands,SLB,5.444478441918549e-20
2027,Solomon Islands,SLB,6.049420491020612e-20
2028,Solomon Islands,SLB,6.654362540122672e-20
2029,Solomon Islands,SLB,7.259304589224733e-20
2030,Solomon Islands,SLB,7.864246638326793e-20
2031,Solomon Islands,SLB,8.469188687428856e-20
2032,Solomon Islands,SLB,9.074130736530915e-20
2033,Solomon Islands,SLB,9.679072785632976e-20
2034,Solomon Islands,SLB,1.0284014834735039e-19
2035,Solomon Islands,SLB,1.0888956883837098e-19
2036,Solomon Islands,SLB,1.1493898932939158e-19
2037,Solomon Islands,SLB,1.2098840982041224e-19
2038,Solomon Islands,SLB,1.2703783031143284e-19
2039,Solomon Islands,SLB,1.3308725080245345e-19
2040,Solomon Islands,SLB,1.3913667129347403e-19
2041,Solomon Islands,SLB,1.4518609178449466e-19
2042,Solomon Islands,SLB,1.5123551227551526e-19
2043,Solomon Islands,SLB,1.572849327665359e-19
2044,Solomon Islands,SLB,1.6333435325755652e-19
2045,Solomon Islands,SLB,1.6938377374857712e-19
2046,Solomon Islands,SLB,1.7543319423959773e-19
2047,Solomon Islands,SLB,1.8148261473061836e-19
2048,Solomon Islands,SLB,1.8753203522163894e-19
2049,Solomon Islands,SLB,1.935814557126596e-19
2050,Solomon Islands,SLB,1.9963087620368015e-19
2021,Somalia,SOM,0.0009130388867426695
2022,Somalia,SOM,0.0010888716020875124
2023,Somalia,SOM,0.0012647043174323547
2024,Somalia,SOM,0.0014405370327771972
2025,Somalia,SOM,0.0016163697481220395
2026,Somalia,SOM,0.001792202463466882
2027,Somalia,SOM,0.001968035178811724
2028,Somalia,SOM,0.0021438678941565668
2029,Somalia,SOM,0.002319700609501409
2030,Somalia,SOM,0.0024955333248462518
2031,Somalia,SOM,0.002671366040191093
2032,Somalia,SOM,0.0028471987555359363
2033,Somalia,SOM,0.0030230314708807786
2034,Somalia,SOM,0.003198864186225621
2035,Somalia,SOM,0.003374696901570464
2036,Somalia,SOM,0.0035505296169153064
2037,Somalia,SOM,0.0037263623322601478
2038,Somalia,SOM,0.0039021950476049905
2039,Somalia,SOM,0.004078027762949833
2040,Somalia,SOM,0.0042538604782946755
2041,Somalia,SOM,0.004429693193639519
2042,Somalia,SOM,0.004605525908984361
2043,Somalia,SOM,0.004781358624329203
2044,Somalia,SOM,0.004957191339674046
2045,Somalia,SOM,0.005133024055018889
2046,Somalia,SOM,0.005308856770363731
2047,Somalia,SOM,0.005484689485708572
2048,Somalia,SOM,0.0056605222010534155
