"year","prodinit_ippu_lime_and_carbonite_tonne","location_code"
2029,NA,"SLB"
2030,NA,"SLB"
2031,NA,"SLB"
2032,NA,"SLB"
2033,NA,"SLB"
2034,NA,"SLB"
2035,NA,"SLB"
2036,NA,"SLB"
2037,NA,"SLB"
2038,NA,"SLB"
2039,NA,"SLB"
2040,NA,"SLB"
2041,NA,"SLB"
2042,NA,"SLB"
2043,NA,"SLB"
2044,NA,"SLB"
2045,NA,"SLB"
2046,NA,"SLB"
2047,NA,"SLB"
2048,NA,"SLB"
2049,NA,"SLB"
2050,NA,"SLB"
2021,39744.69,"SLE"
2022,39979.3848188761,"SLE"
2023,40215.465524974,"SLE"
2024,40452.9403020424,"SLE"
2025,40691.8173821553,"SLE"
2026,40932.1050459978,"SLE"
2027,41173.8116231528,"SLE"
2028,41416.94549239,"SLE"
2029,41661.5150819563,"SLE"
2030,41907.5288698677,"SLE"
2031,42154.9953842035,"SLE"
2032,42403.9232034019,"SLE"
2033,42654.3209565573,"SLE"
2034,42906.1973237194,"SLE"
2035,43159.561036194,"SLE"
2036,43414.4208768459,"SLE"
2037,43670.7856804034,"SLE"
2038,43928.6643337641,"SLE"
2039,44188.0657763035,"SLE"
2040,44448.9990001846,"SLE"
2041,44711.4730506696,"SLE"
2042,44975.4970264337,"SLE"
2043,45241.0800798801,"SLE"
2044,45508.2314174576,"SLE"
2045,45776.9602999799,"SLE"
2046,46047.2760429458,"SLE"
2047,46319.1880168632,"SLE"
2048,46592.7056475733,"SLE"
2049,46867.8384165773,"SLE"
2050,47144.5958613653,"SLE"
2021,560.0833,"SLV"
2022,Inf,"SLV"
2023,Inf,"SLV"
2024,Inf,"SLV"
2025,Inf,"SLV"
2026,Inf,"SLV"
2027,Inf,"SLV"
2028,Inf,"SLV"
2029,Inf,"SLV"
2030,Inf,"SLV"
2031,Inf,"SLV"
2032,Inf,"SLV"
2033,Inf,"SLV"
2034,Inf,"SLV"
2035,Inf,"SLV"
2036,Inf,"SLV"
2037,Inf,"SLV"
2038,Inf,"SLV"
2039,Inf,"SLV"
2040,Inf,"SLV"
2041,Inf,"SLV"
2042,Inf,"SLV"
2043,Inf,"SLV"
2044,Inf,"SLV"
2045,Inf,"SLV"
2046,Inf,"SLV"
2047,Inf,"SLV"
2048,Inf,"SLV"
2049,Inf,"SLV"
2050,Inf,"SLV"
2021,0,"SMR"
2022,NA,"SMR"
2023,NA,"SMR"
2024,NA,"SMR"
2025,NA,"SMR"
2026,NA,"SMR"
2027,NA,"SMR"
2028,NA,"SMR"
2029,NA,"SMR"
2030,NA,"SMR"
2031,NA,"SMR"
2032,NA,"SMR"
2033,NA,"SMR"
2034,NA,"SMR"
2035,NA,"SMR"
2036,NA,"SMR"
2037,NA,"SMR"
2038,NA,"SMR"
2039,NA,"SMR"
2040,NA,"SMR"
2041,NA,"SMR"
2042,NA,"SMR"
2043,NA,"SMR"
2044,NA,"SMR"
2045,NA,"SMR"
2046,NA,"SMR"
2047,NA,"SMR"
2048,NA,"SMR"
2049,NA,"SMR"
2050,NA,"SMR"
2021,410.5347,"SOM"
2022,Inf,"SOM"
2023,Inf,"SOM"
2024,Inf,"SOM"
2025,Inf,"SOM"
2026,Inf,"SOM"
2027,Inf,"SOM"
2028,Inf,"SOM"
2029,Inf,"SOM"
2030,Inf,"SOM"
2031,Inf,"SOM"
2032,Inf,"SOM"
2033,Inf,"SOM"
2034,Inf,"SOM"
2035,Inf,"SOM"
2036,Inf,"SOM"
2037,Inf,"SOM"
2038,Inf,"SOM"
2039,Inf,"SOM"
2040,Inf,"SOM"
2041,Inf,"SOM"
2042,Inf,"SOM"
2043,Inf,"SOM"
2044,Inf,"SOM"
2045,Inf,"SOM"
2046,Inf,"SOM"
2047,Inf,"SOM"
2048,Inf,"SOM"
2049,Inf,"SOM"
2050,Inf,"SOM"
2021,7122.675,"SRB"
2022,8563.2010036797,"SRB"
2023,10295.0663099778,"SRB"
2024,12377.1928606248,"SRB"
2025,14880.4192704061,"SRB"
2026,17889.9109157046,"SRB"
2027,21508.0574516038,"SRB"
2028,25857.9563375802,"SRB"
2029,31087.6008891424,"SRB"
2030,37374.9153423255,"SRB"
2031,44933.8082352271,"SRB"
2032,54021.4500562004,"SRB"
2033,64947.0227606185,"SRB"
2034,78082.2388343897,"SRB"
2035,93873.9877863589,"SRB"
2036,112859.540331626,"SRB"
2037,135684.827546197,"SRB"
2038,163126.416890803,"SRB"
2039,196117.932777503,"SRB"
2040,235781.820565995,"SRB"
2041,283467.534672038,"SRB"
2042,340797.450033057,"SRB"
2043,409722.058941979,"SRB"
2044,492586.331169352,"SRB"
2045,592209.49509395,"SRB"
2046,711980.954174823,"SRB"
2047,855975.602058311,"SRB"
2048,1029092.45959854,"SRB"
2049,1237221.35053382,"SRB"
2050,1487443.28649912,"SRB"
2021,1144.282,"SSD"
2022,Inf,"SSD"
2023,Inf,"SSD"
2024,Inf,"SSD"
2025,Inf,"SSD"
2026,Inf,"SSD"
2027,Inf,"SSD"
2028,Inf,"SSD"
2029,Inf,"SSD"
2030,Inf,"SSD"
2031,Inf,"SSD"
2032,Inf,"SSD"
2033,Inf,"SSD"
2034,Inf,"SSD"
2035,Inf,"SSD"
2036,Inf,"SSD"
2037,Inf,"SSD"
2038,Inf,"SSD"
2039,Inf,"SSD"
2040,Inf,"SSD"
2041,Inf,"SSD"
2042,Inf,"SSD"
2043,Inf,"SSD"
2044,Inf,"SSD"
2045,Inf,"SSD"
2046,Inf,"SSD"
2047,Inf,"SSD"
2048,Inf,"SSD"
2049,Inf,"SSD"
2050,Inf,"SSD"
2021,173263,"SUR"
2022,173263,"SUR"
2023,173263,"SUR"
2024,173263,"SUR"
2025,173263,"SUR"
2026,173263,"SUR"
2027,173263,"SUR"
2028,173263,"SUR"
2029,173263,"SUR"
2030,173263,"SUR"
2031,173263,"SUR"
2032,173263,"SUR"
2033,173263,"SUR"
2034,173263,"SUR"
2035,173263,"SUR"
2036,173263,"SUR"
2037,173263,"SUR"
2038,173263,"SUR"
2039,173263,"SUR"
2040,173263,"SUR"
2041,173263,"SUR"
2042,173263,"SUR"
2043,173263,"SUR"
2044,173263,"SUR"
2045,173263,"SUR"
2046,173263,"SUR"
2047,173263,"SUR"
2048,173263,"SUR"
2049,173263,"SUR"
2050,173263,"SUR"
2021,260061.1,"SVK"
2022,256363.160928489,"SVK"
2023,252717.804705303,"SVK"
2024,249124.283628578,"SVK"
2025,245581.860628397,"SVK"
2026,242089.80911561,"SVK"
2027,238647.412832801,"SVK"
2028,235253.965707377,"SVK"
2029,231908.771706747,"SVK"
2030,228611.144695554,"SVK"
2031,225360.408294945,"SVK"
2032,222155.895743834,"SVK"
2033,218996.949762149,"SVK"
2034,215882.922416009,"SVK"
2035,212813.174984832,"SVK"
2036,209787.077830322,"SVK"
2037,206804.010267327,"SVK"
2038,203863.360436526,"SVK"
2039,200964.525178936,"SVK"
2040,198106.909912189,"SVK"
2041,195289.928508586,"SVK"
2042,192513.003174868,"SVK"
2043,189775.56433371,"SVK"
2044,187077.050506891,"SVK"
2045,184416.908200132,"SVK"
2046,181794.591789563,"SVK"
2047,179209.563409817,"SVK"
2048,176661.292843701,"SVK"
2049,174149.257413449,"SVK"
2050,171672.941873509,"SVK"
2021,48034.83,"SVN"
2022,64400.2436466173,"SVN"
2023,86341.3356879514,"SVN"
2024,115757.733608684,"SVN"
2025,155196.265884141,"SVN"
2026,208071.462644582,"SVN"
2027,278961.18067284,"SVN"
2028,374002.947512855,"SVN"
2029,501425.339579237,"SVN"
2030,672260.400203159,"SVN"
2031,901298.777721414,"SVN"
2032,1208370.27805985,"SVN"
2033,1620060.70017079,"SVN"
2034,2172013.59541209,"SVN"
2035,2912016.23381,"SVN"
2036,3904136.95562718,"SVN"
2037,5234272.11405043,"SVN"
2038,7017582.85513954,"SVN"
2039,9408465.60050928,"SVN"
2040,12613919.4624737,"SVN"
2041,16911467.9227992,"SVN"
2042,22673186.4076593,"SVN"
2043,30397916.0308974,"SVN"
2044,40754452.5241206,"SVN"
2045,54639449.5876818,"SVN"
2046,73255049.8495316,"SVN"
2047,98212964.6062021,"SVN"
2048,131674013.416848,"SVN"
2049,176535204.683205,"SVN"
2050,236680554.376978,"SVN"
2021,3593272,"SWE"
2022,3562487.21706352,"SWE"
2023,3531966.17782928,"SWE"
2024,3501706.62271532,"SWE"
2025,3471706.31149826,"SWE"
2026,3441963.02314751,"SWE"
2027,3412474.55566078,"SWE"
2028,3383238.72590109,"SWE"
2029,3354253.36943512,"SWE"
2030,3325516.34037303,"SWE"
2031,3297025.5112095,"SWE"
2032,3268778.77266629,"SWE"
2033,3240774.03353608,"SWE"
2034,3213009.2205276,"SWE"
2035,3185482.27811221,"SWE"
2036,3158191.16837164,"SWE"
2037,3131133.87084721,"SWE"
2038,3104308.38239014,"SWE"
2039,3077712.71701336,"SWE"
2040,3051344.90574438,"SWE"
2041,3025202.9964796,"SWE"
2042,2999285.05383974,"SWE"
2043,2973589.15902657,"SWE"
2044,2948113.40968088,"SWE"
2045,2922855.91974158,"SWE"
2046,2897814.81930615,"SWE"
2047,2872988.25449211,"SWE"
2048,2848374.38729987,"SWE"
2049,2823971.39547658,"SWE"
2050,2799777.47238126,"SWE"
2021,39768.73,"SWZ"
2022,43691.5724080474,"SWZ"
2023,48001.3694047471,"SWZ"
2024,52736.2907247212,"SWZ"
2025,57938.2712178889,"SWZ"
2026,63653.3822456357,"SWZ"
2027,69932.2397120127,"SWZ"
2028,76830.4523436965,"SWZ"
2029,84409.1141889029,"SWZ"
2030,92735.3456970739,"SWZ"
2031,101882.88817141,"SWZ"
2032,111932.756859024,"SWZ"
2033,122973.958462803,"SWZ"
2034,135104.279429636,"SWZ"
2035,148431.151996481,"SWZ"
2036,163072.605664404,"SWZ"
2037,179158.312527336,"SWZ"
2038,196830.735713504,"SWZ"
2039,216246.391110699,"SWZ"
2040,237577.233549879,"SWZ"
2041,261012.179723821,"SWZ"
2042,286758.781328587,"SWZ"
2043,315045.063245957,"SWZ"
2044,346121.543046725,"SWZ"
2045,380263.449700584,"SWZ"
2046,417773.16114261,"SWZ"
2047,458982.882284679,"SWZ"
2048,504257.587189618,"SWZ"
2049,553998.251465472,"SWZ"
2050,608645.403507613,"SWZ"
2021,512.2547,"SXM"
2022,Inf,"SXM"
2023,Inf,"SXM"
2024,Inf,"SXM"
2025,Inf,"SXM"
2026,Inf,"SXM"
2027,Inf,"SXM"
2028,Inf,"SXM"
2029,Inf,"SXM"
2030,Inf,"SXM"
2031,Inf,"SXM"
2032,Inf,"SXM"
2033,Inf,"SXM"
2034,Inf,"SXM"
2035,Inf,"SXM"
2036,Inf,"SXM"
2037,Inf,"SXM"
2038,Inf,"SXM"
2039,Inf,"SXM"
2040,Inf,"SXM"
2041,Inf,"SXM"
2042,Inf,"SXM"
2043,Inf,"SXM"
2044,Inf,"SXM"
2045,Inf,"SXM"
2046,Inf,"SXM"
2047,Inf,"SXM"
2048,Inf,"SXM"
2049,Inf,"SXM"
2050,Inf,"SXM"
2021,337.294,"SYC"
2022,Inf,"SYC"
2023,Inf,"SYC"
2024,Inf,"SYC"
2025,Inf,"SYC"
2026,Inf,"SYC"
2027,Inf,"SYC"
2028,Inf,"SYC"
2029,Inf,"SYC"
2030,Inf,"SYC"
2031,Inf,"SYC"
2032,Inf,"SYC"
2033,Inf,"SYC"
2034,Inf,"SYC"
2035,Inf,"SYC"
2036,Inf,"SYC"
2037,Inf,"SYC"
2038,Inf,"SYC"
2039,Inf,"SYC"
2040,Inf,"SYC"
2041,Inf,"SYC"
2042,Inf,"SYC"
2043,Inf,"SYC"
2044,Inf,"SYC"
2045,Inf,"SYC"
2046,Inf,"SYC"
2047,Inf,"SYC"
2048,Inf,"SYC"
2049,Inf,"SYC"
2050,Inf,"SYC"
2021,86143.14,"SYR"
2022,Inf,"SYR"
2023,Inf,"SYR"
2024,Inf,"SYR"
2025,Inf,"SYR"
2026,Inf,"SYR"
2027,Inf,"SYR"
2028,Inf,"SYR"
2029,Inf,"SYR"
2030,Inf,"SYR"
2031,Inf,"SYR"
2032,Inf,"SYR"
2033,Inf,"SYR"
2034,Inf,"SYR"
2035,Inf,"SYR"
2036,Inf,"SYR"
2037,Inf,"SYR"
2038,Inf,"SYR"
2039,Inf,"SYR"
2040,Inf,"SYR"
2041,Inf,"SYR"
2042,Inf,"SYR"
2043,Inf,"SYR"
2044,Inf,"SYR"
2045,Inf,"SYR"
2046,Inf,"SYR"
2047,Inf,"SYR"
2048,Inf,"SYR"
2049,Inf,"SYR"
2050,Inf,"SYR"
2021,0,"TCD"
2022,NA,"TCD"
2023,NA,"TCD"
2024,NA,"TCD"
2025,NA,"TCD"
2026,NA,"TCD"
2027,NA,"TCD"
2028,NA,"TCD"
2029,NA,"TCD"
2030,NA,"TCD"
2031,NA,"TCD"
2032,NA,"TCD"
2033,NA,"TCD"
2034,NA,"TCD"
2035,NA,"TCD"
2036,NA,"TCD"
2037,NA,"TCD"
2038,NA,"TCD"
2039,NA,"TCD"
2040,NA,"TCD"
2041,NA,"TCD"
2042,NA,"TCD"
2043,NA,"TCD"
2044,NA,"TCD"
2045,NA,"TCD"
2046,NA,"TCD"
2047,NA,"TCD"
2048,NA,"TCD"
2049,NA,"TCD"
2050,NA,"TCD"
2021,0,"TGO"
2022,NA,"TGO"
2023,NA,"TGO"
2024,NA,"TGO"
2025,NA,"TGO"
2026,NA,"TGO"
2027,NA,"TGO"
2028,NA,"TGO"
2029,NA,"TGO"
2030,NA,"TGO"
2031,NA,"TGO"
2032,NA,"TGO"
2033,NA,"TGO"
2034,NA,"TGO"
2035,NA,"TGO"
2036,NA,"TGO"
2037,NA,"TGO"
2038,NA,"TGO"
2039,NA,"TGO"
2040,NA,"TGO"
2041,NA,"TGO"
2042,NA,"TGO"
2043,NA,"TGO"
2044,NA,"TGO"
2045,NA,"TGO"
2046,NA,"TGO"
2047,NA,"TGO"
2048,NA,"TGO"
2049,NA,"TGO"
2050,NA,"TGO"
2021,195473.2,"THA"
2022,202353.137103151,"THA"
2023,209475.222667284,"THA"
2024,216847.979426878,"THA"
2025,224480.230085292,"THA"
2026,232381.107872567,"THA"
2027,240560.067474823,"THA"
2028,249026.896348329,"THA"
2029,257791.726431784,"THA"
2030,266865.046270838,"THA"
2031,276257.713569336,"THA"
2032,285980.968182333,"THA"
2033,296046.445566408,"THA"
2034,306466.190703379,"THA"
2035,317252.67251409,"THA"
2036,328418.798779498,"THA"
2037,339977.931586938,"THA"
2038,351943.903320032,"THA"
2039,364331.033211389,"THA"
2040,377154.144477897,"THA"
2041,390428.582059113,"THA"
2042,404170.230979983,"THA"
2043,418395.535359859,"THA"
2044,433121.51809056,"THA"
2045,448365.801207039,"THA"
2046,464146.626975013,"THA"
2047,480482.8797208,"THA"
2048,497394.108429491,"THA"
2049,514900.550138496,"THA"
2050,533023.154154446,"THA"
2021,2125.361,"TJK"
2022,Inf,"TJK"
2023,Inf,"TJK"
2024,Inf,"TJK"
2025,Inf,"TJK"
2026,Inf,"TJK"
2027,Inf,"TJK"
2028,Inf,"TJK"
2029,Inf,"TJK"
2030,Inf,"TJK"
2031,Inf,"TJK"
2032,Inf,"TJK"
2033,Inf,"TJK"
2034,Inf,"TJK"
2035,Inf,"TJK"
2036,Inf,"TJK"
2037,Inf,"TJK"
2038,Inf,"TJK"
2039,Inf,"TJK"
2040,Inf,"TJK"
2041,Inf,"TJK"
2042,Inf,"TJK"
2043,Inf,"TJK"
2044,Inf,"TJK"
2045,Inf,"TJK"
2046,Inf,"TJK"
2047,Inf,"TJK"
2048,Inf,"TJK"
2049,Inf,"TJK"
2050,Inf,"TJK"
2021,1059.703,"TKM"
2022,Inf,"TKM"
2023,Inf,"TKM"
2024,Inf,"TKM"
2025,Inf,"TKM"
2026,Inf,"TKM"
2027,Inf,"TKM"
2028,Inf,"TKM"
2029,Inf,"TKM"
2030,Inf,"TKM"
2031,Inf,"TKM"
2032,Inf,"TKM"
2033,Inf,"TKM"
2034,Inf,"TKM"
2035,Inf,"TKM"
2036,Inf,"TKM"
2037,Inf,"TKM"
2038,Inf,"TKM"
2039,Inf,"TKM"
2040,Inf,"TKM"
2041,Inf,"TKM"
2042,Inf,"TKM"
2043,Inf,"TKM"
2044,Inf,"TKM"
2045,Inf,"TKM"
2046,Inf,"TKM"
2047,Inf,"TKM"
2048,Inf,"TKM"
2049,Inf,"TKM"
2050,Inf,"TKM"
2021,0,"TLS"
2022,NA,"TLS"
2023,NA,"TLS"
2024,NA,"TLS"
2025,NA,"TLS"
2026,NA,"TLS"
2027,NA,"TLS"
2028,NA,"TLS"
2029,NA,"TLS"
2030,NA,"TLS"
2031,NA,"TLS"
2032,NA,"TLS"
2033,NA,"TLS"
2034,NA,"TLS"
2035,NA,"TLS"
2036,NA,"TLS"
2037,NA,"TLS"
2038,NA,"TLS"
2039,NA,"TLS"
2040,NA,"TLS"
2041,NA,"TLS"
2042,NA,"TLS"
2043,NA,"TLS"
2044,NA,"TLS"
2045,NA,"TLS"
2046,NA,"TLS"
2047,NA,"TLS"
2048,NA,"TLS"
2049,NA,"TLS"
2050,NA,"TLS"
2021,0,"TON"
2022,0,"TON"
2023,0,"TON"
2024,0,"TON"
2025,0,"TON"
2026,0,"TON"
2027,0,"TON"
2028,0,"TON"
2029,0,"TON"
2030,0,"TON"
2031,0,"TON"
2032,0,"TON"
2033,0,"TON"
2034,0,"TON"
2035,0,"TON"
2036,0,"TON"
2037,0,"TON"
2038,0,"TON"
2039,0,"TON"
2040,0,"TON"
2041,0,"TON"
2042,0,"TON"
2043,0,"TON"
2044,0,"TON"
2045,0,"TON"
2046,0,"TON"
2047,0,"TON"
2048,0,"TON"
2049,0,"TON"
2050,0,"TON"
2021,64764.44,"TUN"
2022,Inf,"TUN"
2023,Inf,"TUN"
2024,Inf,"TUN"
2025,Inf,"TUN"
2026,Inf,"TUN"
2027,Inf,"TUN"
2028,Inf,"TUN"
2029,Inf,"TUN"
2030,Inf,"TUN"
2031,Inf,"TUN"
2032,Inf,"TUN"
2033,Inf,"TUN"
2034,Inf,"TUN"
2035,Inf,"TUN"
2036,Inf,"TUN"
2037,Inf,"TUN"
2038,Inf,"TUN"
2039,Inf,"TUN"
2040,Inf,"TUN"
2041,Inf,"TUN"
2042,Inf,"TUN"
2043,Inf,"TUN"
2044,Inf,"TUN"
2045,Inf,"TUN"
2046,Inf,"TUN"
2047,Inf,"TUN"
2048,Inf,"TUN"
2049,Inf,"TUN"
2050,Inf,"TUN"
2021,1787276,"TUR"
2022,2920546.90808892,"TUR"
2023,4772399.02642219,"TUR"
2024,7798468.29520673,"TUR"
2025,12743299.0021661,"TUR"
2026,20823533.9699235,"TUR"
2027,34027261.4589714,"TUR"
2028,55603171.107726,"TUR"
2029,90859872.4867387,"TUR"
2030,148472043.299691,"TUR"
2031,242614776.339276,"TUR"
2032,396451267.120668,"TUR"
2033,647831964.619454,"TUR"
2034,1058607423.3809,"TUR"
2035,1729846222.53925,"TUR"
2036,2826702219.86213,"TUR"
2037,4619049563.86502,"TUR"
2038,7547883439.41029,"TUR"
2039,12333824010.1614,"TUR"
2040,20154420233.8026,"TUR"
2041,32933877978.6429,"TUR"
2042,53816498124.4662,"TUR"
2043,87940310954.538,"TUR"
2044,143701254453.511,"TUR"
2045,234818939202.844,"TUR"
2046,383712267634.985,"TUR"
2047,627015456391.259,"TUR"
2048,1024591642526.09,"TUR"
2049,1674261811624.68,"TUR"
2050,2735873002978.73,"TUR"
2021,360180.5,"TZA"
2022,413263.966202129,"TZA"
2023,474170.883101985,"TZA"
2024,544054.272255972,"TZA"
2025,624237.087742718,"TZA"
2026,716237.260848441,"TZA"
2027,821796.435842517,"TZA"
2028,942912.940836753,"TZA"
2029,1081879.61789578,"TZA"
2030,1241327.22855583,"TZA"
2031,1424274.25645663,"TZA"
2032,1634184.04989403,"TZA"
2033,1875030.38605217,"TZA"
2034,2151372.69810395,"TZA"
2035,2468442.38929485,"TZA"
2036,2832241.86801187,"TZA"
2037,3249658.17865851,"TZA"
2038,3728593.37946836,"TZA"
2039,4278114.13542402,"TZA"
2040,4908623.35820713,"TZA"
2041,5632057.14247466,"TZA"
2042,6462110.72663874,"TZA"
2043,7414497.75578647,"TZA"
2044,8507247.75481488,"TZA"
2045,9761047.4432096,"TZA"
2046,11199632.3528563,"TZA"
2047,12850236.1625548,"TZA"
2048,14744106.2555341,"TZA"
2049,16917095.2599257,"TZA"
2050,19410339.7705765,"TZA"
2021,63447.28,"UGA"
2022,107794.736679923,"UGA"
2023,183139.533418832,"UGA"
2024,311147.739990856,"UGA"
2025,528629.260401195,"UGA"
2026,898122.849809312,"UGA"
2027,1525879.69257968,"UGA"
2028,2592416.88007538,"UGA"
2029,4404426.71383728,"UGA"
2030,7482968.81827101,"UGA"
2031,12713305.4931527,"UGA"
2032,21599466.800875,"UGA"
2033,36696747.8547082,"UGA"
2034,62346506.7692075,"UGA"
2035,105924560.991421,"UGA"
2036,179962169.536767,"UGA"
2037,305749508.529972,"UGA"
2038,519457851.652651,"UGA"
2039,882540943.208538,"UGA"
2040,1499406571.60426,"UGA"
2041,2547439962.15799,"UGA"
2042,4328012484.20318,"UGA"
2043,7353143682.15788,"UGA"
2044,12492737072.2252,"UGA"
2045,21224728674.1374,"UGA"
2046,36060080724.2085,"UGA"
2047,61264831310.7014,"UGA"
2048,104086831758.225,"UGA"
2049,176839931061.273,"UGA"
2050,300444933230.325,"UGA"
2021,2703753,"UKR"
2022,4058738.09404795,"UKR"
2023,6092773.60619701,"UKR"
2024,9146165.47217209,"UKR"
2025,13729763.8565249,"UKR"
2026,20610431.3473755,"UKR"
2027,30939343.5141275,"UKR"
2028,46444587.2554278,"UKR"
2029,69720279.7577807,"UKR"
2030,104660579.343078,"UKR"
2031,157111200.736487,"UKR"
2032,235847437.036886,"UKR"
2033,354042317.136656,"UKR"
2034,531470529.840393,"UKR"
2035,797816843.967274,"UKR"
2036,1197642542.30438,"UKR"
2037,1797840782.60966,"UKR"
2038,2698828210.791,"UKR"
2039,4051345248.04177,"UKR"
2040,6081675837.38872,"UKR"
2041,9129506059.48863,"UKR"
2042,13704755583.6232,"UKR"
2043,20572890185.1863,"UKR"
2044,30882988608.5307,"UKR"
2045,46359990103.938,"UKR"
2046,69593286766.4091,"UKR"
2047,104469943847.987,"UKR"
2048,156825028313.931,"UKR"
2049,235417849381.176,"UKR"
2050,353397441741.986,"UKR"
2021,258822.7,"URY"
2022,2883984.5966283,"URY"
2023,32135385.1636248,"URY"
2024,358075067.676102,"URY"
2025,3989924298.04076,"URY"
2026,44458543308.8464,"URY"
2027,495388364665.252,"URY"
2028,5519965648466.96,"URY"
2029,61507340368893.7,"URY"
2030,685358054774421,"URY"
2031,7636741573071320,"URY"
2032,85093946802844832,"URY"
2033,948176616060772736,"URY"
2034,10565250867108702208,"URY"
2035,1.17725457466657e+20,"URY"
2036,1.31177986306788e+21,"URY"
2037,1.46167740281472e+22,"URY"
2038,1.62870378639792e+23,"URY"
2039,1.81481633274121e+24,"URY"
2040,2.02219602428037e+25,"URY"
2041,2.25327306507025e+26,"URY"
2042,2.5107553594256e+27,"URY"
2043,2.79766024482605e+28,"URY"
2044,3.11734985095113e+29,"URY"
2045,3.47357049920451e+30,"URY"
2046,3.8704966044355e+31,"URY"
2047,4.31277959332551e+32,"URY"
2048,4.80560241269551e+33,"URY"
2049,5.35474026649658e+34,"URY"
2050,5.96662829323759e+35,"URY"
2021,16546720,"USA"
2022,16017530.5779184,"USA"
2023,15505265.4432148,"USA"
2024,15009383.3312846,"USA"
2025,14529360.2879937,"USA"
2026,14064689.1160624,"USA"
2027,13614878.8391564,"USA"
2028,13179454.1831155,"USA"
2029,12757955.0737746,"USA"
2030,12349936.150844,"USA"
2031,11954966.2973377,"USA"
2032,11572628.1840504,"USA"
2033,11202517.8286034,"USA"
2034,10844244.1685923,"USA"
2035,10497428.6483872,"USA"
2036,10161704.8191459,"USA"
2037,9836717.95162127,"USA"
2038,9522124.66134995,"USA"
2039,9217592.54582925,"USA"
2040,8922799.83329703,"USA"
2041,8637435.04274445,"USA"
2042,8361196.65480187,"USA"
2043,8093792.79315042,"USA"
2044,7834940.9161225,"USA"
2045,7584367.5181653,"USA"
2046,7341807.84085207,"USA"
2047,7107005.59313562,"USA"
2048,6879712.68054859,"USA"
2049,6659688.94306424,"USA"
2050,6446701.90134097,"USA"
2021,3770.093,"UZB"
2022,Inf,"UZB"
2023,Inf,"UZB"
2024,Inf,"UZB"
2025,Inf,"UZB"
2026,Inf,"UZB"
2027,Inf,"UZB"
2028,Inf,"UZB"
2029,Inf,"UZB"
2030,Inf,"UZB"
2031,Inf,"UZB"
2032,Inf,"UZB"
2033,Inf,"UZB"
2034,Inf,"UZB"
2035,Inf,"UZB"
2036,Inf,"UZB"
2037,Inf,"UZB"
2038,Inf,"UZB"
2039,Inf,"UZB"
2040,Inf,"UZB"
2041,Inf,"UZB"
2042,Inf,"UZB"
2043,Inf,"UZB"
2044,Inf,"UZB"
2045,Inf,"UZB"
2046,Inf,"UZB"
2047,Inf,"UZB"
2048,Inf,"UZB"
2049,Inf,"UZB"
2050,Inf,"UZB"
2021,220542.5,"VEN"
2022,328754.981572193,"VEN"
2023,490063.538358968,"VEN"
2024,730520.555096663,"VEN"
2025,1088961.40938328,"VEN"
2026,1623276.63862806,"VEN"
2027,2419761.63967824,"VEN"
2028,3607053.93863549,"VEN"
2029,5376908.99090204,"VEN"
2030,8015169.93876172,"VEN"
2031,11947933.144476,"VEN"
2032,17810365.5337996,"VEN"
2033,26549288.2000445,"VEN"
2034,39576094.1902828,"VEN"
2035,58994697.6942121,"VEN"
2036,87941329.9174435,"VEN"
2037,131091060.890501,"VEN"
2038,195412853.791608,"VEN"
2039,291295097.984423,"VEN"
2040,434223401.702343,"VEN"
2041,647281618.848379,"VEN"
2042,964880042.062268,"VEN"
2043,1438312889.56803,"VEN"
2044,2144042656.19998,"VEN"
2045,3196049305.36754,"VEN"
2046,4764238777.06076,"VEN"
2047,7101883906.08675,"VEN"
2048,10586529637.931,"VEN"
2049,15780969001.5824,"VEN"
2050,23524137856.9054,"VEN"
2021,14978150,"VNM"
2022,17188564.2212135,"VNM"
2023,19725182.3480725,"VNM"
2024,22636144.2210815,"VNM"
2025,25976693.9618519,"VNM"
2026,29810228.3939006,"VNM"
2027,34209500.1851099,"VNM"
2028,39257998.5450391,"VNM"
2029,45051533.6799079,"VNM"
2030,51700055.0749767,"VNM"
2031,59329738.1116169,"VNM"
2032,68085378.6188086,"VNM"
2033,78133140.8027715,"VNM"
2034,89663710.7048306,"VNM"
2035,102895915.033719,"VNM"
2036,118080874.050374,"VNM"
2037,135506767.318519,"VNM"
2038,155504302.765255,"VNM"
2039,178452992.843284,"VNM"
2040,204788356.903526,"VNM"
2041,235010186.464487,"VNM"
2042,269692030.236324,"VNM"
2043,309492078.906041,"VNM"
2044,355165656.254837,"VNM"
2045,407579553.663551,"VNM"
2046,467728480.0459,"VNM"
2047,536753939.39569,"VNM"
2048,615965894.205372,"VNM"
2049,706867625.883454,"VNM"
2050,811184263.970818,"VNM"
2021,0,"VUT"
2022,NA,"VUT"
2023,NA,"VUT"
2024,NA,"VUT"
2025,NA,"VUT"
2026,NA,"VUT"
2027,NA,"VUT"
2028,NA,"VUT"
2029,NA,"VUT"
2030,NA,"VUT"
2031,NA,"VUT"
2032,NA,"VUT"
2033,NA,"VUT"
2034,NA,"VUT"
2035,NA,"VUT"
2036,NA,"VUT"
2037,NA,"VUT"
2038,NA,"VUT"
2039,NA,"VUT"
2040,NA,"VUT"
2041,NA,"VUT"
2042,NA,"VUT"
2043,NA,"VUT"
2044,NA,"VUT"
