Year,Nation,iso_code3,pij_lndu_grasslands_to_other
2030,Iraq,IRQ,0.0001661230986359
2031,Iraq,IRQ,0.0001789017985309
2032,Iraq,IRQ,0.00019168049842600003
2033,Iraq,IRQ,0.0002044591983211
2034,Iraq,IRQ,0.0002172378982161
2035,Iraq,IRQ,0.0002300165981112
2036,Iraq,IRQ,0.0002427952980063
2037,Iraq,IRQ,0.0002555739979013
2038,Iraq,IRQ,0.0002683526977964
2039,Iraq,IRQ,0.0002811313976915
2040,Iraq,IRQ,0.0002939100975866
2041,Iraq,IRQ,0.0003066887974816
2042,Iraq,IRQ,0.0003194674973767
2043,Iraq,IRQ,0.0003322461972718
2044,Iraq,IRQ,0.0003450248971668
2045,Iraq,IRQ,0.0003578035970619
2046,Iraq,IRQ,0.00037058229695699995
2047,Iraq,IRQ,0.00038336099685200005
2048,Iraq,IRQ,0.0003961396967471
2049,Iraq,IRQ,0.0004089183966422
2050,Iraq,IRQ,0.0004216970965373
2021,Ireland,IRL,0.0005943246013737
2022,Ireland,IRL,0.0005924639079827
2023,Ireland,IRL,0.0005906032145917
2024,Ireland,IRL,0.0005887425212007
2025,Ireland,IRL,0.0005868818278097
2026,Ireland,IRL,0.0005850211344187
2027,Ireland,IRL,0.0005831604410277
2028,Ireland,IRL,0.0005812997476367
2029,Ireland,IRL,0.0005794390542457
2030,Ireland,IRL,0.0005775783608547
2031,Ireland,IRL,0.0005757176674637
2032,Ireland,IRL,0.0005738569740727
2033,Ireland,IRL,0.0005719962806817
2034,Ireland,IRL,0.0005701355872907
2035,Ireland,IRL,0.0005682748938997
2036,Ireland,IRL,0.0005664142005087
2037,Ireland,IRL,0.0005645535071177
2038,Ireland,IRL,0.0005626928137267
2039,Ireland,IRL,0.0005608321203357
2040,Ireland,IRL,0.0005589714269447
2041,Ireland,IRL,0.0005571107335537
2042,Ireland,IRL,0.0005552500401627
2043,Ireland,IRL,0.0005533893467717
2044,Ireland,IRL,0.0005515286533807
2045,Ireland,IRL,0.0005496679599897
2046,Ireland,IRL,0.0005478072665987
2047,Ireland,IRL,0.0005459465732077
2048,Ireland,IRL,0.0005440858798167
2049,Ireland,IRL,0.0005422251864257
2050,Ireland,IRL,0.0005403644930348
2021,Israel,ISR,0.0069971596939157
2022,Israel,ISR,0.0068714496173946
2023,Israel,ISR,0.0067457395408736
2024,Israel,ISR,0.0066200294643525
2025,Israel,ISR,0.0064943193878314
2026,Israel,ISR,0.0063686093113104
2027,Israel,ISR,0.0062428992347893
2028,Israel,ISR,0.0061171891582683
2029,Israel,ISR,0.0059914790817472
2030,Israel,ISR,0.0058657690052261
2031,Israel,ISR,0.0057400589287051
2032,Israel,ISR,0.005614348852184
2033,Israel,ISR,0.0054886387756629
2034,Israel,ISR,0.0053629286991419
2035,Israel,ISR,0.0052372186226208
2036,Israel,ISR,0.0051115085460998
2037,Israel,ISR,0.0049857984695787
2038,Israel,ISR,0.0048600883930576
2039,Israel,ISR,0.0047343783165366
2040,Israel,ISR,0.0046086682400155
2041,Israel,ISR,0.0044829581634944
2042,Israel,ISR,0.0043572480869734
2043,Israel,ISR,0.0042315380104523
2044,Israel,ISR,0.0041058279339312
2045,Israel,ISR,0.0039801178574102
2046,Israel,ISR,0.0038544077808891
2047,Israel,ISR,0.0037286977043681
2048,Israel,ISR,0.0036029876278470003
2049,Israel,ISR,0.0034772775513259
2050,Israel,ISR,0.0033515674748049
2021,Italy,ITA,0.0058968096248627
2022,Italy,ITA,0.0058765861174781
2023,Italy,ITA,0.0058563626100935
2024,Italy,ITA,0.0058361391027088
2025,Italy,ITA,0.0058159155953242
2026,Italy,ITA,0.0057956920879396
2027,Italy,ITA,0.0057754685805550005
2028,Italy,ITA,0.0057552450731704
2029,Italy,ITA,0.0057350215657858
2030,Italy,ITA,0.0057147980584012
2031,Italy,ITA,0.0056945745510165
2032,Italy,ITA,0.0056743510436319
2033,Italy,ITA,0.0056541275362473
2034,Italy,ITA,0.0056339040288627
2035,Italy,ITA,0.0056136805214781
2036,Italy,ITA,0.0055934570140935
2037,Italy,ITA,0.0055732335067089
2038,Italy,ITA,0.0055530099993242
2039,Italy,ITA,0.0055327864919396
2040,Italy,ITA,0.005512562984555
2041,Italy,ITA,0.0054923394771704
2042,Italy,ITA,0.0054721159697858
2043,Italy,ITA,0.0054518924624012
2044,Italy,ITA,0.0054316689550166
2045,Italy,ITA,0.0054114454476319
2046,Italy,ITA,0.0053912219402473
2047,Italy,ITA,0.0053709984328627
2048,Italy,ITA,0.0053507749254781
2049,Italy,ITA,0.0053305514180935
2050,Italy,ITA,0.0053103279107089
2021,Jamaica,JAM,7.823248515152278e-05
2022,Jamaica,JAM,7.799235238785706e-05
2023,Jamaica,JAM,7.775221962419133e-05
2024,Jamaica,JAM,7.751208686052562e-05
2025,Jamaica,JAM,7.727195409685991e-05
2026,Jamaica,JAM,7.703182133319417e-05
2027,Jamaica,JAM,7.679168856952845e-05
2028,Jamaica,JAM,7.655155580586273e-05
2029,Jamaica,JAM,7.6311423042197e-05
2030,Jamaica,JAM,7.607129027853127e-05
2031,Jamaica,JAM,7.583115751486556e-05
2032,Jamaica,JAM,7.559102475119983e-05
2033,Jamaica,JAM,7.535089198753412e-05
2034,Jamaica,JAM,7.511075922386839e-05
2035,Jamaica,JAM,7.487062646020269e-05
2036,Jamaica,JAM,7.463049369653695e-05
2037,Jamaica,JAM,7.439036093287122e-05
2038,Jamaica,JAM,7.415022816920551e-05
2039,Jamaica,JAM,7.391009540553978e-05
2040,Jamaica,JAM,7.366996264187405e-05
2041,Jamaica,JAM,7.342982987820834e-05
2042,Jamaica,JAM,7.318969711454261e-05
2043,Jamaica,JAM,7.294956435087688e-05
2044,Jamaica,JAM,7.270943158721117e-05
2045,Jamaica,JAM,7.246929882354543e-05
2046,Jamaica,JAM,7.222916605987973e-05
2047,Jamaica,JAM,7.1989033296214e-05
2048,Jamaica,JAM,7.174890053254828e-05
2049,Jamaica,JAM,7.150876776888256e-05
2050,Jamaica,JAM,7.126863500521683e-05
2021,Jordan,JOR,0.0041640677216946
2022,Jordan,JOR,0.004198132727872999
2023,Jordan,JOR,0.0042321977340514
2024,Jordan,JOR,0.0042662627402297
2025,Jordan,JOR,0.004300327746408
2026,Jordan,JOR,0.0043343927525864
2027,Jordan,JOR,0.0043684577587647
2028,Jordan,JOR,0.0044025227649431
2029,Jordan,JOR,0.0044365877711214
2030,Jordan,JOR,0.0044706527772998
2031,Jordan,JOR,0.0045047177834781
2032,Jordan,JOR,0.0045387827896565
2033,Jordan,JOR,0.0045728477958348
2034,Jordan,JOR,0.0046069128020132
2035,Jordan,JOR,0.0046409778081915
2036,Jordan,JOR,0.0046750428143699
2037,Jordan,JOR,0.0047091078205482
2038,Jordan,JOR,0.0047431728267266
2039,Jordan,JOR,0.0047772378329049
2040,Jordan,JOR,0.0048113028390833
2041,Jordan,JOR,0.0048453678452616
2042,Jordan,JOR,0.00487943285144
2043,Jordan,JOR,0.0049134978576183
2044,Jordan,JOR,0.0049475628637967
2045,Jordan,JOR,0.004981627869975001
2046,Jordan,JOR,0.0050156928761534
2047,Jordan,JOR,0.0050497578823317
2048,Jordan,JOR,0.0050838228885101
2049,Jordan,JOR,0.0051178878946884
2050,Jordan,JOR,0.0051519529008668
2021,Kazakhstan,KAZ,0.0011421556292715
2022,Kazakhstan,KAZ,0.0011464159217125
2023,Kazakhstan,KAZ,0.0011506762141536
2024,Kazakhstan,KAZ,0.0011549365065946
2025,Kazakhstan,KAZ,0.0011591967990357
2026,Kazakhstan,KAZ,0.0011634570914768
2027,Kazakhstan,KAZ,0.0011677173839178
2028,Kazakhstan,KAZ,0.0011719776763589
2029,Kazakhstan,KAZ,0.0011762379687999
2030,Kazakhstan,KAZ,0.001180498261241
2031,Kazakhstan,KAZ,0.001184758553682
2032,Kazakhstan,KAZ,0.0011890188461231
2033,Kazakhstan,KAZ,0.0011932791385641
2034,Kazakhstan,KAZ,0.0011975394310052
2035,Kazakhstan,KAZ,0.0012017997234463
2036,Kazakhstan,KAZ,0.0012060600158873
2037,Kazakhstan,KAZ,0.0012103203083284
2038,Kazakhstan,KAZ,0.0012145806007694
2039,Kazakhstan,KAZ,0.0012188408932105
2040,Kazakhstan,KAZ,0.0012231011856515
2041,Kazakhstan,KAZ,0.0012273614780926
2042,Kazakhstan,KAZ,0.0012316217705337
2043,Kazakhstan,KAZ,0.0012358820629747
2044,Kazakhstan,KAZ,0.0012401423554158
2045,Kazakhstan,KAZ,0.0012444026478568
2046,Kazakhstan,KAZ,0.0012486629402979
2047,Kazakhstan,KAZ,0.0012529232327389
2048,Kazakhstan,KAZ,0.00125718352518
2049,Kazakhstan,KAZ,0.001261443817621
2050,Kazakhstan,KAZ,0.0012657041100621
2021,Kuwait,KWT,0.0249138922619826
2022,Kuwait,KWT,0.0242759990359005
2023,Kuwait,KWT,0.0236381058098184
2024,Kuwait,KWT,0.0230002125837363
2025,Kuwait,KWT,0.0223623193576543
2026,Kuwait,KWT,0.0217244261315722
2027,Kuwait,KWT,0.0210865329054901
2028,Kuwait,KWT,0.020448639679408
2029,Kuwait,KWT,0.019810746453326
2030,Kuwait,KWT,0.0191728532272439
2031,Kuwait,KWT,0.0185349600011618
2032,Kuwait,KWT,0.0178970667750797
2033,Kuwait,KWT,0.0172591735489977
2034,Kuwait,KWT,0.0166212803229156
2035,Kuwait,KWT,0.0159833870968335
2036,Kuwait,KWT,0.0153454938707514
2037,Kuwait,KWT,0.0147076006446694
2038,Kuwait,KWT,0.0140697074185873
2039,Kuwait,KWT,0.0134318141925052
2040,Kuwait,KWT,0.0127939209664231
2041,Kuwait,KWT,0.0121560277403411
2042,Kuwait,KWT,0.011518134514259
2043,Kuwait,KWT,0.0108802412881769
2044,Kuwait,KWT,0.0102423480620948
2045,Kuwait,KWT,0.0096044548360128
2046,Kuwait,KWT,0.0089665616099307
2047,Kuwait,KWT,0.0083286683838486
2048,Kuwait,KWT,0.0076907751577665
2049,Kuwait,KWT,0.0070528819316845
2050,Kuwait,KWT,0.0064149887056024
2021,Lao People's Democratic Republic,LAO,0.0
2022,Lao People's Democratic Republic,LAO,0.0
2023,Lao People's Democratic Republic,LAO,0.0
2024,Lao People's Democratic Republic,LAO,0.0
2025,Lao People's Democratic Republic,LAO,0.0
2026,Lao People's Democratic Republic,LAO,0.0
2027,Lao People's Democratic Republic,LAO,0.0
2028,Lao People's Democratic Republic,LAO,0.0
2029,Lao People's Democratic Republic,LAO,0.0
2030,Lao People's Democratic Republic,LAO,0.0
2031,Lao People's Democratic Republic,LAO,0.0
2032,Lao People's Democratic Republic,LAO,0.0
2033,Lao People's Democratic Republic,LAO,0.0
2034,Lao People's Democratic Republic,LAO,0.0
2035,Lao People's Democratic Republic,LAO,0.0
2036,Lao People's Democratic Republic,LAO,0.0
2037,Lao People's Democratic Republic,LAO,0.0
2038,Lao People's Democratic Republic,LAO,0.0
2039,Lao People's Democratic Republic,LAO,0.0
2040,Lao People's Democratic Republic,LAO,0.0
2041,Lao People's Democratic Republic,LAO,0.0
2042,Lao People's Democratic Republic,LAO,0.0
2043,Lao People's Democratic Republic,LAO,0.0
2044,Lao People's Democratic Republic,LAO,0.0
2045,Lao People's Democratic Republic,LAO,0.0
2046,Lao People's Democratic Republic,LAO,0.0
2047,Lao People's Democratic Republic,LAO,0.0
2048,Lao People's Democratic Republic,LAO,0.0
2049,Lao People's Democratic Republic,LAO,0.0
2050,Lao People's Democratic Republic,LAO,0.0
2021,Latvia,LVA,0.0001827363307865
2022,Latvia,LVA,0.0002284204134831
2023,Latvia,LVA,0.0002741044961798
2024,Latvia,LVA,0.0003197885788764
2025,Latvia,LVA,0.0003654726615731
2026,Latvia,LVA,0.0004111567442697
2027,Latvia,LVA,0.0004568408269663
2028,Latvia,LVA,0.000502524909663
2029,Latvia,LVA,0.0005482089923596
2030,Latvia,LVA,0.0005938930750562
2031,Latvia,LVA,0.0006395771577529
2032,Latvia,LVA,0.0006852612404495
2033,Latvia,LVA,0.0007309453231462
2034,Latvia,LVA,0.0007766294058428
2035,Latvia,LVA,0.0008223134885394
2036,Latvia,LVA,0.0008679975712361
2037,Latvia,LVA,0.0009136816539327
2038,Latvia,LVA,0.0009593657366294
2039,Latvia,LVA,0.001005049819326
2040,Latvia,LVA,0.0010507339020226
2041,Latvia,LVA,0.0010964179847193
2042,Latvia,LVA,0.0011421020674159
2043,Latvia,LVA,0.0011877861501125
2044,Latvia,LVA,0.0012334702328092
2045,Latvia,LVA,0.0012791543155058
2046,Latvia,LVA,0.0013248383982025
2047,Latvia,LVA,0.0013705224808991
2048,Latvia,LVA,0.0014162065635957
2049,Latvia,LVA,0.0014618906462924
2050,Latvia,LVA,0.0015075747289889998
2021,Lesotho,LSO,9.606785390268528e-05
2022,Lesotho,LSO,0.0001200848173783
2023,Lesotho,LSO,0.000144101780854
2024,Lesotho,LSO,0.0001681187443296
2025,Lesotho,LSO,0.0001921357078053
2026,Lesotho,LSO,0.000216152671281
2027,Lesotho,LSO,0.0002401696347567
2028,Lesotho,LSO,0.0002641865982323
2029,Lesotho,LSO,0.000288203561708
2030,Lesotho,LSO,0.0003122205251837
2031,Lesotho,LSO,0.0003362374886593
2032,Lesotho,LSO,0.00036025445213499997
2033,Lesotho,LSO,0.0003842714156107
2034,Lesotho,LSO,0.0004082883790864
2035,Lesotho,LSO,0.000432305342562
2036,Lesotho,LSO,0.0004563223060377
2037,Lesotho,LSO,0.0004803392695134
2038,Lesotho,LSO,0.000504356232989
2039,Lesotho,LSO,0.0005283731964647
2040,Lesotho,LSO,0.0005523901599404
2041,Lesotho,LSO,0.0005764071234161
2042,Lesotho,LSO,0.0006004240868917
2043,Lesotho,LSO,0.0006244410503674
2044,Lesotho,LSO,0.0006484580138431
2045,Lesotho,LSO,0.0006724749773187
2046,Lesotho,LSO,0.0006964919407944
2047,Lesotho,LSO,0.0007205089042701
2048,Lesotho,LSO,0.0007445258677458
2049,Lesotho,LSO,0.0007685428312214
2050,Lesotho,LSO,0.0007925597946971
2021,Liberia,LBR,0.0
2022,Liberia,LBR,0.0
2023,Liberia,LBR,0.0
2024,Liberia,LBR,0.0
2025,Liberia,LBR,0.0
2026,Liberia,LBR,0.0
2027,Liberia,LBR,0.0
2028,Liberia,LBR,0.0
2029,Liberia,LBR,0.0
2030,Liberia,LBR,0.0
2031,Liberia,LBR,0.0
2032,Liberia,LBR,0.0
2033,Liberia,LBR,0.0
2034,Liberia,LBR,0.0
2035,Liberia,LBR,0.0
2036,Liberia,LBR,0.0
2037,Liberia,LBR,0.0
2038,Liberia,LBR,0.0
2039,Liberia,LBR,0.0
2040,Liberia,LBR,0.0
2041,Liberia,LBR,0.0
2042,Liberia,LBR,0.0
2043,Liberia,LBR,0.0
2044,Liberia,LBR,0.0
2045,Liberia,LBR,0.0
2046,Liberia,LBR,0.0
2047,Liberia,LBR,0.0
2048,Liberia,LBR,0.0
2049,Liberia,LBR,0.0
2050,Liberia,LBR,0.0
2021,Libya,LBY,0.0002033330489668
2022,Libya,LBY,0.0002541663112085
2023,Libya,LBY,0.0003049995734502
2024,Libya,LBY,0.0003558328356919
2025,Libya,LBY,0.0004066660979336
2026,Libya,LBY,0.0004574993601754
2027,Libya,LBY,0.0005083326224171
2028,Libya,LBY,0.0005591658846588
2029,Libya,LBY,0.0006099991469005
2030,Libya,LBY,0.0006608324091422
2031,Libya,LBY,0.0007116656713839
2032,Libya,LBY,0.0007624989336256
2033,Libya,LBY,0.0008133321958673
2034,Libya,LBY,0.0008641654581091
2035,Libya,LBY,0.0009149987203508
2036,Libya,LBY,0.0009658319825925
2037,Libya,LBY,0.0010166652448342
2038,Libya,LBY,0.0010674985070759
2039,Libya,LBY,0.0011183317693176
2040,Libya,LBY,0.0011691650315593
2041,Libya,LBY,0.0012199982938010002
2042,Libya,LBY,0.0012708315560428
2043,Libya,LBY,0.0013216648182845
2044,Libya,LBY,0.0013724980805262
2045,Libya,LBY,0.0014233313427679
2046,Libya,LBY,0.0014741646050096
2047,Libya,LBY,0.0015249978672513
2048,Libya,LBY,0.0015758311294929998
2049,Libya,LBY,0.0016266643917347
2050,Libya,LBY,0.0016774976539765
2021,Liechtenstein,LIE,1.64315067863305e-05
2022,Liechtenstein,LIE,2.053938348291313e-05
2023,Liechtenstein,LIE,2.464726017949575e-05
2024,Liechtenstein,LIE,2.8755136876078368e-05
2025,Liechtenstein,LIE,3.2863013572661e-05
2026,Liechtenstein,LIE,3.697089026924363e-05
2027,Liechtenstein,LIE,4.107876696582625e-05
2028,Liechtenstein,LIE,4.518664366240888e-05
2029,Liechtenstein,LIE,4.92945203589915e-05
2030,Liechtenstein,LIE,5.340239705557413e-05
2031,Liechtenstein,LIE,5.751027375215675e-05
2032,Liechtenstein,LIE,6.161815044873938e-05
2033,Liechtenstein,LIE,6.5726027145322e-05
2034,Liechtenstein,LIE,6.983390384190462e-05
2035,Liechtenstein,LIE,7.394178053848725e-05
2036,Liechtenstein,LIE,7.804965723506987e-05
2037,Liechtenstein,LIE,8.21575339316525e-05
2038,Liechtenstein,LIE,8.626541062823512e-05
2039,Liechtenstein,LIE,9.037328732481776e-05
2040,Liechtenstein,LIE,9.448116402140038e-05
2041,Liechtenstein,LIE,9.8589040717983e-05
2042,Liechtenstein,LIE,0.0001026969174145
2043,Liechtenstein,LIE,0.0001068047941111
2044,Liechtenstein,LIE,0.0001109126708077
2045,Liechtenstein,LIE,0.0001150205475043
2046,Liechtenstein,LIE,0.0001191284242008
2047,Liechtenstein,LIE,0.0001232363008974
2048,Liechtenstein,LIE,0.000127344177594
2049,Liechtenstein,LIE,0.0001314520542906
2050,Liechtenstein,LIE,0.0001355599309872
2021,Madagascar,MDG,0.0001122165073155
2022,Madagascar,MDG,0.0001402706341444
2023,Madagascar,MDG,0.0001683247609733
2024,Madagascar,MDG,0.0001963788878022
2025,Madagascar,MDG,0.0002244330146311
2026,Madagascar,MDG,0.00025248714146000004
2027,Madagascar,MDG,0.0002805412682889
2028,Madagascar,MDG,0.0003085953951177
2029,Madagascar,MDG,0.0003366495219466
2030,Madagascar,MDG,0.0003647036487755
2031,Madagascar,MDG,0.0003927577756044
2032,Madagascar,MDG,0.0004208119024333
2033,Madagascar,MDG,0.0004488660292622
2034,Madagascar,MDG,0.0004769201560911
2035,Madagascar,MDG,0.0005049742829200001
2036,Madagascar,MDG,0.0005330284097489
2037,Madagascar,MDG,0.0005610825365778
2038,Madagascar,MDG,0.0005891366634066
2039,Madagascar,MDG,0.0006171907902355
2040,Madagascar,MDG,0.0006452449170644
2041,Madagascar,MDG,0.0006732990438933
2042,Madagascar,MDG,0.0007013531707222
2043,Madagascar,MDG,0.0007294072975511
2044,Madagascar,MDG,0.00075746142438
2045,Madagascar,MDG,0.0007855155512089
2046,Madagascar,MDG,0.0008135696780378
2047,Madagascar,MDG,0.0008416238048667
2048,Madagascar,MDG,0.0008696779316956
2049,Madagascar,MDG,0.0008977320585244
2050,Madagascar,MDG,0.0009257861853533
2021,Malawi,MWI,0.0036720260989442
2022,Malawi,MWI,0.0036120461371937
2023,Malawi,MWI,0.0035520661754433
2024,Malawi,MWI,0.0034920862136928
2025,Malawi,MWI,0.0034321062519424
2026,Malawi,MWI,0.0033721262901919
2027,Malawi,MWI,0.0033121463284415
2028,Malawi,MWI,0.0032521663666911
2029,Malawi,MWI,0.0031921864049406
2030,Malawi,MWI,0.0031322064431902
2031,Malawi,MWI,0.0030722264814397
2032,Malawi,MWI,0.0030122465196893
2033,Malawi,MWI,0.0029522665579388
2034,Malawi,MWI,0.0028922865961884
2035,Malawi,MWI,0.0028323066344379
2036,Malawi,MWI,0.0027723266726875
2037,Malawi,MWI,0.0027123467109370003
2038,Malawi,MWI,0.0026523667491866
2039,Malawi,MWI,0.0025923867874362
2040,Malawi,MWI,0.0025324068256857
2041,Malawi,MWI,0.0024724268639353
2042,Malawi,MWI,0.0024124469021848
2043,Malawi,MWI,0.0023524669404344
2044,Malawi,MWI,0.0022924869786839
2045,Malawi,MWI,0.0022325070169335
2046,Malawi,MWI,0.002172527055183
2047,Malawi,MWI,0.0021125470934326
2048,Malawi,MWI,0.0020525671316821
2049,Malawi,MWI,0.0019925871699317
2050,Malawi,MWI,0.0019326072081813
2021,Malaysia,MYS,0.0
2022,Malaysia,MYS,0.0
2023,Malaysia,MYS,0.0
2024,Malaysia,MYS,0.0
2025,Malaysia,MYS,0.0
2026,Malaysia,MYS,0.0
2027,Malaysia,MYS,0.0
2028,Malaysia,MYS,0.0
2029,Malaysia,MYS,0.0
2030,Malaysia,MYS,0.0
2031,Malaysia,MYS,0.0
2032,Malaysia,MYS,0.0
2033,Malaysia,MYS,0.0
2034,Malaysia,MYS,0.0
2035,Malaysia,MYS,0.0
2036,Malaysia,MYS,0.0
2037,Malaysia,MYS,0.0
2038,Malaysia,MYS,0.0
2039,Malaysia,MYS,0.0
2040,Malaysia,MYS,0.0
2041,Malaysia,MYS,0.0
2042,Malaysia,MYS,0.0
2043,Malaysia,MYS,0.0
2044,Malaysia,MYS,0.0
2045,Malaysia,MYS,0.0
2046,Malaysia,MYS,0.0
2047,Malaysia,MYS,0.0
2048,Malaysia,MYS,0.0
2049,Malaysia,MYS,0.0
2050,Malaysia,MYS,0.0
2021,Maldives,MDV,0.0
2022,Maldives,MDV,0.0
2023,Maldives,MDV,0.0
2024,Maldives,MDV,0.0
2025,Maldives,MDV,0.0
2026,Maldives,MDV,0.0
2027,Maldives,MDV,0.0
2028,Maldives,MDV,0.0
2029,Maldives,MDV,0.0
2030,Maldives,MDV,0.0
2031,Maldives,MDV,0.0
2032,Maldives,MDV,0.0
2033,Maldives,MDV,0.0
2034,Maldives,MDV,0.0
2035,Maldives,MDV,0.0
2036,Maldives,MDV,0.0
2037,Maldives,MDV,0.0
2038,Maldives,MDV,0.0
2039,Maldives,MDV,0.0
2040,Maldives,MDV,0.0
2041,Maldives,MDV,0.0
2042,Maldives,MDV,0.0
2043,Maldives,MDV,0.0
2044,Maldives,MDV,0.0
2045,Maldives,MDV,0.0
2046,Maldives,MDV,0.0
2047,Maldives,MDV,0.0
2048,Maldives,MDV,0.0
2049,Maldives,MDV,0.0
2050,Maldives,MDV,0.0
2021,Mali,MLI,8.811244873264658e-05
2022,Mali,MLI,0.0001101405609158
2023,Mali,MLI,0.0001321686730989
2024,Mali,MLI,0.0001541967852821
2025,Mali,MLI,0.0001762248974652
2026,Mali,MLI,0.0001982530096484
2027,Mali,MLI,0.0002202811218316
2028,Mali,MLI,0.0002423092340147
2029,Mali,MLI,0.0002643373461979
2030,Mali,MLI,0.0002863654583811
2031,Mali,MLI,0.0003083935705642
2032,Mali,MLI,0.0003304216827474
2033,Mali,MLI,0.0003524497949305
2034,Mali,MLI,0.0003744779071137
2035,Mali,MLI,0.0003965060192969
2036,Mali,MLI,0.00041853413148
2037,Mali,MLI,0.0004405622436632
2038,Mali,MLI,0.0004625903558463
2039,Mali,MLI,0.0004846184680295
2040,Mali,MLI,0.0005066465802127
2041,Mali,MLI,0.0005286746923958
2042,Mali,MLI,0.000550702804579
2043,Mali,MLI,0.0005727309167622
2044,Mali,MLI,0.0005947590289453
2045,Mali,MLI,0.0006167871411285
2046,Mali,MLI,0.0006388152533116
2047,Mali,MLI,0.0006608433654948
2048,Mali,MLI,0.000682871477678
2049,Mali,MLI,0.0007048995898611
2050,Mali,MLI,0.0007269277020443
2021,Marshall Islands,MHL,0.0
2022,Marshall Islands,MHL,0.0
2023,Marshall Islands,MHL,0.0
2024,Marshall Islands,MHL,0.0
2025,Marshall Islands,MHL,0.0
2026,Marshall Islands,MHL,0.0
2027,Marshall Islands,MHL,0.0
2028,Marshall Islands,MHL,0.0
2029,Marshall Islands,MHL,0.0
2030,Marshall Islands,MHL,0.0
2031,Marshall Islands,MHL,0.0
2032,Marshall Islands,MHL,0.0
2033,Marshall Islands,MHL,0.0
2034,Marshall Islands,MHL,0.0
2035,Marshall Islands,MHL,0.0
2036,Marshall Islands,MHL,0.0
2037,Marshall Islands,MHL,0.0
2038,Marshall Islands,MHL,0.0
2039,Marshall Islands,MHL,0.0
2040,Marshall Islands,MHL,0.0
2041,Marshall Islands,MHL,0.0
2042,Marshall Islands,MHL,0.0
2043,Marshall Islands,MHL,0.0
2044,Marshall Islands,MHL,0.0
2045,Marshall Islands,MHL,0.0
2046,Marshall Islands,MHL,0.0
2047,Marshall Islands,MHL,0.0
2048,Marshall Islands,MHL,0.0
2049,Marshall Islands,MHL,0.0
2050,Marshall Islands,MHL,0.0
2021,Martinique,MTQ,0.0005923805503734
2022,Martinique,MTQ,0.0007404756879668
2023,Martinique,MTQ,0.0008885708255602
2024,Martinique,MTQ,0.0010366659631536
2025,Martinique,MTQ,0.0011847611007469
2026,Martinique,MTQ,0.0013328562383403
2027,Martinique,MTQ,0.0014809513759337
2028,Martinique,MTQ,0.0016290465135271
2029,Martinique,MTQ,0.0017771416511204
2030,Martinique,MTQ,0.0019252367887138
2031,Martinique,MTQ,0.0020733319263072
2032,Martinique,MTQ,0.0022214270639006
2033,Martinique,MTQ,0.0023695222014939
2034,Martinique,MTQ,0.0025176173390873
2035,Martinique,MTQ,0.0026657124766807
2036,Martinique,MTQ,0.0028138076142741
2037,Martinique,MTQ,0.0029619027518674
2038,Martinique,MTQ,0.0031099978894608
2039,Martinique,MTQ,0.0032580930270542
2040,Martinique,MTQ,0.0034061881646475
2041,Martinique,MTQ,0.0035542833022409
2042,Martinique,MTQ,0.0037023784398343
2043,Martinique,MTQ,0.0038504735774277
2044,Martinique,MTQ,0.003998568715021
2045,Martinique,MTQ,0.0041466638526144
2046,Martinique,MTQ,0.0042947589902078
2047,Martinique,MTQ,0.0044428541278012
2048,Martinique,MTQ,0.0045909492653945
2049,Martinique,MTQ,0.0047390444029879
2050,Martinique,MTQ,0.0048871395405813
2021,Mauritania,MRT,0.0040361729213487
2022,Mauritania,MRT,0.0040209213050904
2023,Mauritania,MRT,0.004005669688832
2024,Mauritania,MRT,0.0039904180725737
2025,Mauritania,MRT,0.0039751664563154
2026,Mauritania,MRT,0.0039599148400571
2027,Mauritania,MRT,0.0039446632237988
2028,Mauritania,MRT,0.0039294116075404
2029,Mauritania,MRT,0.0039141599912821
2030,Mauritania,MRT,0.0038989083750238
2031,Mauritania,MRT,0.0038836567587655
2032,Mauritania,MRT,0.0038684051425072
2033,Mauritania,MRT,0.0038531535262488
2034,Mauritania,MRT,0.0038379019099905
2035,Mauritania,MRT,0.0038226502937322
2036,Mauritania,MRT,0.0038073986774739
2037,Mauritania,MRT,0.0037921470612156
2038,Mauritania,MRT,0.0037768954449572
2039,Mauritania,MRT,0.0037616438286989
2040,Mauritania,MRT,0.0037463922124406
2041,Mauritania,MRT,0.0037311405961823
2042,Mauritania,MRT,0.0037158889799240005
2043,Mauritania,MRT,0.0037006373636657
2044,Mauritania,MRT,0.0036853857474073
2045,Mauritania,MRT,0.003670134131149
2046,Mauritania,MRT,0.0036548825148907
2047,Mauritania,MRT,0.0036396308986324
2048,Mauritania,MRT,0.0036243792823741
2049,Mauritania,MRT,0.0036091276661157
2050,Mauritania,MRT,0.0035938760498574
2021,Mauritius,MUS,0.0001284167697499
2022,Mauritius,MUS,0.0001605209621874
2023,Mauritius,MUS,0.0001926251546249
2024,Mauritius,MUS,0.0002247293470624
2025,Mauritius,MUS,0.0002568335394999
2026,Mauritius,MUS,0.0002889377319373
2027,Mauritius,MUS,0.0003210419243748
